t_s,time_local,lat_deg,lon_deg,east_m,north_m,speed_mps,a_long_g,a_lat_g,yaw_rate_dps,a_lat_kin_g,in_gates
2221.12,2026-08-15T15:29:08.560,33.6525847,-117.3018432,56.6565,-26.8598,0.0089408,-0.057,0.005,-0.02,-3.181374e-07,0
2221.16,2026-08-15T15:29:08.600,33.6525847,-117.3018432,56.6565,-26.8598,0.0089408,-0.059,0.004,-0.02,-3.181374e-07,0
2221.2,2026-08-15T15:29:08.640,33.6525847,-117.3018432,56.6565,-26.8598,0.0134112,-0.06,0.003,-0.02,-4.772061e-07,0
2221.24,2026-08-15T15:29:08.680,33.6525848,-117.3018432,56.6565,-26.8487,0.0357632,-0.06,0.003,-0.01,-6.362748e-07,0
2221.28,2026-08-15T15:29:08.720,33.6525848,-117.3018432,56.6565,-26.8487,0.022352,-0.06,0.003,-0.02,-7.953435e-07,0
2221.32,2026-08-15T15:29:08.760,33.6525848,-117.3018432,56.6565,-26.8487,0.0134112,-0.058,0.004,-0.02,-4.772061e-07,0
2221.36,2026-08-15T15:29:08.800,33.6525848,-117.3018432,56.6565,-26.8487,0.0089408,-0.057,0.005,-0.02,-3.181374e-07,0
2221.4,2026-08-15T15:29:08.840,33.6525848,-117.3018432,56.6565,-26.8487,0.0134112,-0.056,0.006,-0.02,-4.772061e-07,0
2221.44,2026-08-15T15:29:08.880,33.6525848,-117.3018432,56.6565,-26.8487,0.0089408,-0.056,0.006,-0.01,-1.590687e-07,0
2221.48,2026-08-15T15:29:08.920,33.6525848,-117.3018432,56.6565,-26.8487,0.0134112,-0.056,0.005,-0.01,-2.386031e-07,0
2221.52,2026-08-15T15:29:08.960,33.6525848,-117.3018432,56.6565,-26.8487,0.0178816,-0.057,0.004,-0.02,-6.362748e-07,0
2221.56,2026-08-15T15:29:09.000,33.6525848,-117.3018432,56.6565,-26.8487,0.022352,-0.058,0.003,-0.02,-7.953435e-07,0
2221.6,2026-08-15T15:29:09.040,33.6525848,-117.3018432,56.6565,-26.8487,0.0357632,-0.059,0.003,-0.03,-1.908824e-06,0
2221.64,2026-08-15T15:29:09.080,33.6525849,-117.3018432,56.6565,-26.8375,0.0178816,-0.059,0.004,-0.02,-6.362748e-07,0
2221.68,2026-08-15T15:29:09.120,33.6525849,-117.3018432,56.6565,-26.8375,0.0134112,-0.059,0.005,-0.02,-4.772061e-07,0
2221.72,2026-08-15T15:29:09.160,33.6525849,-117.3018432,56.6565,-26.8375,0.0134112,-0.058,0.007,-0.02,-4.772061e-07,0
2221.76,2026-08-15T15:29:09.200,33.6525849,-117.3018432,56.6565,-26.8375,0.0178816,-0.057,0.008,-0.02,-6.362748e-07,0
2221.8,2026-08-15T15:29:09.240,33.6525849,-117.3018432,56.6565,-26.8375,0.0178816,-0.054,0.008,-0.02,-6.362748e-07,0
2221.84,2026-08-15T15:29:09.280,33.6525849,-117.3018432,56.6565,-26.8375,0.0178816,-0.043,0.006,-0.01,-3.181374e-07,0
2221.88,2026-08-15T15:29:09.320,33.6525849,-117.3018432,56.6565,-26.8375,0.022352,-0.018,0.003,0,0,0
2221.92,2026-08-15T15:29:09.360,33.6525848,-117.3018432,56.6565,-26.8487,0.0804672,0.048,0.001,0.05,7.158092e-06,0
2221.96,2026-08-15T15:29:09.400,33.6525847,-117.3018433,56.6472,-26.8598,0.178816,0.154,0.001,0.11,3.499511e-05,0
2222,2026-08-15T15:29:09.440,33.6525846,-117.3018434,56.638,-26.8709,0.420218,0.305,0.002,0.16,1.196197e-04,0
2222.04,2026-08-15T15:29:09.480,33.6525842,-117.3018437,56.6102,-26.9154,0.759968,0.477,0.003,0.16,2.163334e-04,0
2222.08,2026-08-15T15:29:09.520,33.6525838,-117.3018439,56.5917,-26.9599,1.11313,0.643,0.003,0.05,9.902027e-05,0
2222.12,2026-08-15T15:29:09.560,33.6525832,-117.3018443,56.5547,-27.0266,1.5557,0.781,0.001,-0.14,-3.874914e-04,0
2222.16,2026-08-15T15:29:09.600,33.6525823,-117.3018448,56.5084,-27.1266,1.98933,0.877,-0.007,-0.41,-0.0014511,0
2222.2,2026-08-15T15:29:09.640,33.6525815,-117.3018454,56.4528,-27.2156,2.37825,0.927,-0.018,-0.78,-0.00330036,0
2222.24,2026-08-15T15:29:09.680,33.6525805,-117.3018460,56.3973,-27.3268,2.70906,0.935,-0.032,-1.21,-0.00583194,0
2222.28,2026-08-15T15:29:09.720,33.6525794,-117.3018467,56.3325,-27.4491,3.00411,0.924,-0.047,-1.76,-0.00940669,0
2222.32,2026-08-15T15:29:09.760,33.6525784,-117.3018475,56.2585,-27.5603,3.33492,0.901,-0.059,-2.52,-0.0149518,0
2222.36,2026-08-15T15:29:09.800,33.6525772,-117.3018483,56.1844,-27.6937,3.67914,0.877,-0.07,-3.44,-0.0225171,0
2222.4,2026-08-15T15:29:09.840,33.6525757,-117.3018493,56.0919,-27.8605,4.02783,0.856,-0.083,-4.47,-0.0320322,0
2222.44,2026-08-15T15:29:09.880,33.6525742,-117.3018503,55.9993,-28.0273,4.38099,0.839,-0.095,-5.58,-0.0434926,0
2222.48,2026-08-15T15:29:09.920,33.6525727,-117.3018514,55.8975,-28.1941,4.72521,0.818,-0.105,-6.75,-0.0567458,0
2222.52,2026-08-15T15:29:09.960,33.6525711,-117.3018526,55.7864,-28.372,5.03367,0.796,-0.117,-7.89,-0.0706594,0
2222.56,2026-08-15T15:29:10.000,33.6525694,-117.3018539,55.6661,-28.5611,5.31978,0.776,-0.133,-8.92,-0.0844241,0
2222.6,2026-08-15T15:29:10.040,33.6525676,-117.3018553,55.5365,-28.7612,5.6327,0.763,-0.15,-9.9,-0.0992112,0
2222.64,2026-08-15T15:29:10.080,33.6525657,-117.3018568,55.3977,-28.9725,5.9501,0.759,-0.165,-10.83,-0.114647,0
2222.68,2026-08-15T15:29:10.120,33.6525638,-117.3018584,55.2496,-29.1838,6.28538,0.76,-0.181,-11.71,-0.130947,0
2222.72,2026-08-15T15:29:10.160,33.6525616,-117.3018601,55.0922,-29.4284,6.59831,0.76,-0.195,-12.75,-0.149676,0
2222.76,2026-08-15T15:29:10.200,33.6525596,-117.3018619,54.9256,-29.6508,6.92912,0.757,-0.214,-14.02,-0.172836,0
2222.8,2026-08-15T15:29:10.240,33.6525573,-117.3018638,54.7497,-29.9065,7.23758,0.749,-0.235,-15.46,-0.199072,0
2222.84,2026-08-15T15:29:10.280,33.6525550,-117.3018659,54.5554,-30.1623,7.55945,0.738,-0.254,-17.05,-0.22931,0
2222.88,2026-08-15T15:29:10.320,33.6525528,-117.3018680,54.361,-30.4069,7.85449,0.733,-0.274,-18.69,-0.261178,1
2222.92,2026-08-15T15:29:10.360,33.6525504,-117.3018703,54.1481,-30.6738,8.13166,0.726,-0.294,-20.09,-0.290648,1
2222.96,2026-08-15T15:29:10.400,33.6525480,-117.3018726,53.9352,-30.9406,8.44012,0.711,-0.315,-21.25,-0.319092,1
2223,2026-08-15T15:29:10.440,33.6525456,-117.3018752,53.6946,-31.2075,8.70834,0.685,-0.345,-22.14,-0.343021,1
2223.04,2026-08-15T15:29:10.480,33.6525431,-117.3018778,53.4539,-31.4855,8.96762,0.645,-0.385,-22.82,-0.364084,1
2223.08,2026-08-15T15:29:10.520,33.6525405,-117.3018806,53.1947,-31.7746,9.18667,0.596,-0.421,-23.31,-0.380986,1
2223.12,2026-08-15T15:29:10.560,33.6525380,-117.3018834,52.9356,-32.0526,9.39231,0.55,-0.449,-23.7,-0.396031,1
2223.16,2026-08-15T15:29:10.600,33.6525355,-117.3018864,52.6579,-32.3306,9.55772,0.517,-0.467,-24.03,-0.408617,1
2223.2,2026-08-15T15:29:10.640,33.6525330,-117.3018893,52.3895,-32.6086,9.74547,0.494,-0.471,-24.35,-0.422192,1
2223.24,2026-08-15T15:29:10.680,33.6525305,-117.3018926,52.084,-32.8865,10.0092,0.49,-0.465,-24.68,-0.439495,1
2223.28,2026-08-15T15:29:10.720,33.6525279,-117.3018959,51.7786,-33.1756,10.2506,0.5,-0.461,-25.08,-0.45739,1
2223.32,2026-08-15T15:29:10.760,33.6525251,-117.3018993,51.4639,-33.487,10.501,0.52,-0.463,-25.55,-0.477341,1
2223.36,2026-08-15T15:29:10.800,33.6525226,-117.3019029,51.1306,-33.765,10.7603,0.538,-0.479,-26.03,-0.498316,1
2223.4,2026-08-15T15:29:10.840,33.6525198,-117.3019066,50.7882,-34.0763,11.0106,0.552,-0.505,-26.47,-0.518529,1
2223.44,2026-08-15T15:29:10.880,33.6525172,-117.3019105,50.4272,-34.3654,11.2565,0.551,-0.533,-26.88,-0.538319,1
2223.48,2026-08-15T15:29:10.920,33.6525147,-117.3019145,50.057,-34.6434,11.4308,0.533,-0.551,-27.24,-0.553978,1
2223.52,2026-08-15T15:29:10.960,33.6525122,-117.3019187,49.6682,-34.9214,11.6186,0.501,-0.564,-27.58,-0.570106,1
2223.56,2026-08-15T15:29:11.000,33.6525095,-117.3019228,49.2887,-35.2216,11.7795,0.463,-0.575,-27.9,-0.584709,1
2223.6,2026-08-15T15:29:11.040,33.6525070,-117.3019271,48.8907,-35.4996,11.9136,0.422,-0.591,-28.15,-0.596665,1
2223.64,2026-08-15T15:29:11.080,33.6525046,-117.3019315,48.4834,-35.7665,12.079,0.381,-0.624,-28.26,-0.607313,1
2223.68,2026-08-15T15:29:11.120,33.6525022,-117.3019361,48.0577,-36.0334,12.2489,0.339,-0.658,-28.22,-0.614982,1
2223.72,2026-08-15T15:29:11.160,33.6525000,-117.3019408,47.6226,-36.278,12.3875,0.297,-0.681,-28.04,-0.617973,1
2223.76,2026-08-15T15:29:11.200,33.6524975,-117.3019456,47.1783,-36.556,12.4545,0.251,-0.683,-27.83,-0.616665,1
2223.8,2026-08-15T15:29:11.240,33.6524954,-117.3019503,46.7433,-36.7895,12.5171,0.205,-0.677,-27.7,-0.616868,1
2223.84,2026-08-15T15:29:11.280,33.6524932,-117.3019551,46.299,-37.0341,12.5439,0.161,-0.668,-27.73,-0.61886,1
2223.88,2026-08-15T15:29:11.320,33.6524911,-117.3019599,45.8547,-37.2676,12.6155,0.12,-0.667,-27.96,-0.627551,1
2223.92,2026-08-15T15:29:11.360,33.6524891,-117.3019649,45.3919,-37.49,12.6602,0.086,-0.667,-28.32,-0.637883,1
2223.96,2026-08-15T15:29:11.400,33.6524872,-117.3019700,44.9199,-37.7013,12.7138,0.064,-0.676,-28.73,-0.64986,1
2224,2026-08-15T15:29:11.440,33.6524854,-117.3019751,44.4478,-37.9014,12.7943,0.053,-0.687,-29.17,-0.663989,1
2224.04,2026-08-15T15:29:11.480,33.6524835,-117.3019803,43.9665,-38.1127,12.8122,0.053,-0.7,-29.58,-0.674263,1
2224.08,2026-08-15T15:29:11.520,33.6524819,-117.3019855,43.4852,-38.2906,12.83,0.066,-0.722,-29.88,-0.682052,1
2224.12,2026-08-15T15:29:11.560,33.6524803,-117.3019908,42.9946,-38.4685,12.9507,0.081,-0.746,-30.07,-0.692846,1
2224.16,2026-08-15T15:29:11.600,33.6524788,-117.3019962,42.4948,-38.6353,13.0312,0.098,-0.765,-30.11,-0.698078,1
2224.2,2026-08-15T15:29:11.640,33.6524774,-117.3020017,41.9857,-38.791,13.1206,0.117,-0.773,-29.98,-0.699833,1
2224.24,2026-08-15T15:29:11.680,33.6524761,-117.3020072,41.4767,-38.9355,13.1966,0.129,-0.768,-29.72,-0.697782,1
2224.28,2026-08-15T15:29:11.720,33.6524748,-117.3020128,40.9583,-39.0801,13.2726,0.13,-0.755,-29.38,-0.693772,1
2224.32,2026-08-15T15:29:11.760,33.6524736,-117.3020183,40.4492,-39.2135,13.3665,0.124,-0.751,-29.04,-0.690594,1
2224.36,2026-08-15T15:29:11.800,33.6524725,-117.3020241,39.9124,-39.3358,13.4067,0.102,-0.751,-28.78,-0.686471,1
2224.4,2026-08-15T15:29:11.840,33.6524716,-117.3020298,39.3848,-39.4359,13.438,0.068,-0.751,-28.65,-0.684965,1
2224.44,2026-08-15T15:29:11.880,33.6524707,-117.3020355,38.8572,-39.536,13.4514,0.03,-0.752,-28.71,-0.687084,1
2224.48,2026-08-15T15:29:11.920,33.6524700,-117.3020413,38.3204,-39.6138,13.4514,-0.005,-0.748,-28.96,-0.693067,1
2224.52,2026-08-15T15:29:11.960,33.6524693,-117.3020470,37.7928,-39.6917,13.447,-0.025,-0.741,-29.34,-0.701928,1
2224.56,2026-08-15T15:29:12.000,33.6524687,-117.3020528,37.2559,-39.7584,13.4827,-0.023,-0.745,-29.73,-0.71315,1
2224.6,2026-08-15T15:29:12.040,33.6524682,-117.3020585,36.7283,-39.814,13.4425,-0.006,-0.755,-29.98,-0.717001,1
2224.64,2026-08-15T15:29:12.080,33.6524679,-117.3020644,36.1822,-39.8473,13.523,0.03,-0.772,-29.98,-0.721293,1
2224.68,2026-08-15T15:29:12.120,33.6524676,-117.3020703,35.6361,-39.8807,13.6481,0.077,-0.787,-29.61,-0.718985,1
2224.72,2026-08-15T15:29:12.160,33.6524674,-117.3020762,35.09,-39.9029,13.7688,0.124,-0.788,-28.9,-0.707951,1
2224.76,2026-08-15T15:29:12.200,33.6524673,-117.3020824,34.5162,-39.9141,13.9476,0.17,-0.779,-27.96,-0.69382,1
2224.8,2026-08-15T15:29:12.240,33.6524673,-117.3020885,33.9515,-39.9141,14.0549,0.212,-0.761,-26.88,-0.672151,1
2224.84,2026-08-15T15:29:12.280,33.6524673,-117.3020946,33.3869,-39.9141,14.1443,0.241,-0.734,-25.74,-0.647739,1
2224.88,2026-08-15T15:29:12.320,33.6524674,-117.3021008,32.8131,-39.9029,14.2695,0.258,-0.705,-24.74,-0.628083,1
2224.92,2026-08-15T15:29:12.360,33.6524676,-117.3021070,32.2392,-39.8807,14.4081,0.263,-0.679,-23.95,-0.613932,1
2224.96,2026-08-15T15:29:12.400,33.6524680,-117.3021133,31.6561,-39.8362,14.5109,0.255,-0.654,-23.43,-0.604889,1
2225,2026-08-15T15:29:12.440,33.6524683,-117.3021196,31.0729,-39.8029,14.6048,0.24,-0.638,-23.19,-0.602566,1
2225.04,2026-08-15T15:29:12.480,33.6524689,-117.3021258,30.4991,-39.7362,14.7076,0.217,-0.632,-23.22,-0.607593,1
2225.08,2026-08-15T15:29:12.520,33.6524694,-117.3021323,29.8974,-39.6806,14.8015,0.192,-0.632,-23.41,-0.616475,1
2225.12,2026-08-15T15:29:12.560,33.6524701,-117.3021387,29.305,-39.6027,14.8686,0.16,-0.639,-23.66,-0.625881,1
2225.16,2026-08-15T15:29:12.600,33.6524709,-117.3021451,28.7127,-39.5138,14.9356,0.125,-0.648,-23.87,-0.634284,1
2225.2,2026-08-15T15:29:12.640,33.6524717,-117.3021514,28.1295,-39.4248,14.9848,0.1,-0.654,-24,-0.639838,1
2225.24,2026-08-15T15:29:12.680,33.6524727,-117.3021579,27.5279,-39.3136,15.0071,0.09,-0.656,-24.02,-0.641326,1
2225.28,2026-08-15T15:29:12.720,33.6524737,-117.3021643,26.9355,-39.2024,15.034,0.105,-0.66,-23.88,-0.638728,1
2225.32,2026-08-15T15:29:12.760,33.6524748,-117.3021707,26.3431,-39.0801,15.1502,0.149,-0.659,-23.55,-0.634771,1
2225.36,2026-08-15T15:29:12.800,33.6524761,-117.3021772,25.7415,-38.9355,15.3469,0.215,-0.653,-22.91,-0.625538,1
2225.4,2026-08-15T15:29:12.840,33.6524774,-117.3021837,25.1398,-38.791,15.5749,0.293,-0.639,-21.65,-0.599916,1
2225.44,2026-08-15T15:29:12.880,33.6524788,-117.3021904,24.5197,-38.6353,15.8118,0.364,-0.605,-19.76,-0.555874,1
2225.48,2026-08-15T15:29:12.920,33.6524803,-117.3021973,23.881,-38.4685,16.0264,0.414,-0.547,-17.13,-0.488429,1
2225.52,2026-08-15T15:29:12.960,33.6524818,-117.3022040,23.2609,-38.3017,16.1828,0.425,-0.461,-13.25,-0.381487,1
2225.56,2026-08-15T15:29:13.000,33.6524834,-117.3022109,22.6222,-38.1238,16.3393,0.407,-0.356,-9.06,-0.263372,1
2225.6,2026-08-15T15:29:13.040,33.6524849,-117.3022177,21.9928,-37.957,16.4511,0.364,-0.228,-4.69,-0.13727,1
2225.64,2026-08-15T15:29:13.080,33.6524864,-117.3022247,21.3449,-37.7902,16.5002,0.305,-0.079,-0.15,-0.00440342,1
2225.68,2026-08-15T15:29:13.120,33.6524879,-117.3022316,20.7062,-37.6234,16.5494,0.247,0.073,4.09,0.120424,1
2225.72,2026-08-15T15:29:13.160,33.6524893,-117.3022385,20.0676,-37.4678,16.6254,0.201,0.213,7.63,0.225686,1
2225.76,2026-08-15T15:29:13.200,33.6524906,-117.3022456,19.4104,-37.3232,16.6835,0.163,0.35,10.99,0.326208,1
2225.8,2026-08-15T15:29:13.240,33.6524918,-117.3022527,18.7532,-37.1898,16.7506,0.133,0.482,14.15,0.421692,1
2225.84,2026-08-15T15:29:13.280,33.6524928,-117.3022598,18.096,-37.0786,16.8087,0.111,0.59,16.87,0.504496,1
2225.88,2026-08-15T15:29:13.320,33.6524939,-117.3022670,17.4296,-36.9563,16.8445,0.086,0.67,19.27,0.577494,1
2225.92,2026-08-15T15:29:13.360,33.6524949,-117.3022742,16.7632,-36.8451,16.8758,0.056,0.719,21.37,0.641618,1
2225.96,2026-08-15T15:29:13.400,33.6524957,-117.3022814,16.0967,-36.7561,16.8668,0.019,0.742,23.31,0.699494,1
2226,2026-08-15T15:29:13.440,33.6524963,-117.3022886,15.4303,-36.6894,16.8445,-0.022,0.757,25.04,0.750412,1
2226.04,2026-08-15T15:29:13.480,33.6524969,-117.3022957,14.7731,-36.6227,16.7908,-0.061,0.775,26.7,0.797612,1
2226.08,2026-08-15T15:29:13.520,33.6524975,-117.3023029,14.1067,-36.556,16.764,-0.087,0.814,28.24,0.842269,1
2226.12,2026-08-15T15:29:13.560,33.6524979,-117.3023102,13.431,-36.5115,16.7148,-0.105,0.863,29.61,0.880539,1
2226.16,2026-08-15T15:29:13.600,33.6524981,-117.3023174,12.7646,-36.4893,16.7238,-0.117,0.902,30.69,0.913144,1
2226.2,2026-08-15T15:29:13.640,33.6524981,-117.3023246,12.0982,-36.4893,16.7014,-0.118,0.924,31.55,0.937478,1
2226.24,2026-08-15T15:29:13.680,33.6524981,-117.3023318,11.4317,-36.4893,16.6478,-0.113,0.935,32.37,0.958754,1
2226.28,2026-08-15T15:29:13.720,33.6524980,-117.3023389,10.7746,-36.5004,16.5852,-0.097,0.94,33.13,0.977575,1
2226.32,2026-08-15T15:29:13.760,33.6524978,-117.3023460,10.1174,-36.5226,16.5762,-0.066,0.948,33.71,0.994153,1
2226.36,2026-08-15T15:29:13.800,33.6524975,-117.3023531,9.4602,-36.556,16.5762,-0.026,0.962,34,1.00271,1
2226.4,2026-08-15T15:29:13.840,33.6524969,-117.3023603,8.79377,-36.6227,16.6657,0.015,0.973,33.82,1.00278,1
2226.44,2026-08-15T15:29:13.880,33.6524963,-117.3023675,8.12734,-36.6894,16.7551,0.049,0.98,33.2,0.989675,1
2226.48,2026-08-15T15:29:13.920,33.6524955,-117.3023747,7.46091,-36.7784,16.7998,0.065,0.99,32.36,0.967208,1
2226.52,2026-08-15T15:29:13.960,33.6524946,-117.3023819,6.79448,-36.8784,16.7908,0.068,0.981,31.54,0.942198,1
2226.56,2026-08-15T15:29:14.000,33.6524934,-117.3023890,6.13731,-37.0119,16.7461,0.064,0.982,30.86,0.91943,1
2226.6,2026-08-15T15:29:14.040,33.6524923,-117.3023962,5.47087,-37.1342,16.7551,0.063,0.979,30.39,0.90591,1
2226.64,2026-08-15T15:29:14.080,33.6524910,-117.3024032,4.82296,-37.2787,16.8132,0.068,0.975,29.9,0.894395,1
2226.68,2026-08-15T15:29:14.120,33.6524897,-117.3024103,4.16578,-37.4233,16.8668,0.07,0.969,29.33,0.880144,1
2226.72,2026-08-15T15:29:14.160,33.6524880,-117.3024175,3.49935,-37.6123,16.916,0.07,0.968,28.67,0.862847,1
2226.76,2026-08-15T15:29:14.200,33.6524864,-117.3024245,2.85143,-37.7902,16.9607,0.066,0.967,27.98,0.844306,1
2226.8,2026-08-15T15:29:14.240,33.6524846,-117.3024316,2.19426,-37.9904,16.9383,0.052,0.966,27.35,0.824208,1
2226.84,2026-08-15T15:29:14.280,33.6524827,-117.3024384,1.56485,-38.2017,16.9294,0.039,0.971,26.89,0.809918,1
2226.88,2026-08-15T15:29:14.320,33.6524806,-117.3024455,0.907675,-38.4352,16.9652,0.033,0.96,26.61,0.803177,1
2226.92,2026-08-15T15:29:14.360,33.6524785,-117.3024524,0.269012,-38.6687,16.992,0.033,0.956,26.45,0.79961,1
2226.96,2026-08-15T15:29:14.400,33.6524762,-117.3024592,-0.360395,-38.9244,17.0188,0.04,0.953,26.29,0.796028,1
2227,2026-08-15T15:29:14.440,33.6524739,-117.3024661,-0.999058,-39.1802,17.0859,0.05,0.956,26.04,0.791565,1
2227.04,2026-08-15T15:29:14.480,33.6524713,-117.3024728,-1.61921,-39.4693,17.1261,0.064,0.951,25.6,0.780022,1
2227.08,2026-08-15T15:29:14.520,33.6524686,-117.3024795,-2.23936,-39.7695,17.2155,0.07,0.938,24.89,0.762348,1
2227.12,2026-08-15T15:29:14.560,33.6524659,-117.3024862,-2.85951,-40.0697,17.2647,0.071,0.901,23.73,0.728895,1
2227.16,2026-08-15T15:29:14.600,33.6524630,-117.3024929,-3.47966,-40.3922,17.2826,0.071,0.847,22.12,0.680145,1
2227.2,2026-08-15T15:29:14.640,33.6524603,-117.3024996,-4.09981,-40.6924,17.2781,0.059,0.788,19.74,0.606808,1
2227.24,2026-08-15T15:29:14.680,33.6524574,-117.3025061,-4.70145,-41.0149,17.2781,0.023,0.722,16.76,0.515203,1
2227.28,2026-08-15T15:29:14.720,33.6524544,-117.3025126,-5.30309,-41.3485,17.287,-0.02,0.645,13.36,0.410899,1
2227.32,2026-08-15T15:29:14.760,33.6524513,-117.3025192,-5.91399,-41.6932,17.2334,-0.085,0.54,9.87,0.302619,1
2227.36,2026-08-15T15:29:14.800,33.6524483,-117.3025255,-6.49711,-42.0268,17.1082,-0.155,0.401,6.51,0.19815,1
2227.4,2026-08-15T15:29:14.840,33.6524453,-117.3025319,-7.0895,-42.3604,16.9875,-0.212,0.255,3.83,0.115754,1
2227.44,2026-08-15T15:29:14.880,33.6524424,-117.3025384,-7.69113,-42.6828,16.8802,-0.248,0.13,1.74,0.052256,1
2227.48,2026-08-15T15:29:14.920,33.6524397,-117.3025448,-8.28352,-42.983,16.8087,-0.269,0.035,0.15,0.00448574,1
2227.52,2026-08-15T15:29:14.960,33.6524368,-117.3025511,-8.86664,-43.3055,16.7819,-0.281,-0.034,-1.29,-0.0385158,1
2227.56,2026-08-15T15:29:15.000,33.6524338,-117.3025575,-9.45903,-43.6391,16.6791,-0.291,-0.091,-2.72,-0.080714,1
2227.6,2026-08-15T15:29:15.040,33.6524310,-117.3025638,-10.0422,-43.9504,16.5539,-0.304,-0.155,-4.4,-0.129587,1
2227.64,2026-08-15T15:29:15.080,33.6524284,-117.3025701,-10.6253,-44.2395,16.4242,-0.32,-0.226,-6.58,-0.192274,1
