t_s,ax_g,ay_g,az_g,roll_rate_dps,pitch_rate_dps,yaw_rate_dps,in_gates
1004.27,0.00537109,-0.00390625,1.00098,0,0,0,0
1004.28,0.00927734,0.00488281,0.999512,0,0,0,0
1004.29,0.00830078,-0.00537109,0.992676,0,0,0,0
1004.3,4.882812e-04,0.00292969,1.00146,0,0,0,0
1004.31,-0.00292969,0.00292969,0.995117,0,0,0,0
1004.32,-0.00244141,0.00585938,1,0,0,0,0
1004.33,-0.00146484,0.00390625,1,0,0,0,0
1004.34,0.00634766,-9.765625e-04,0.996582,0,0,0,0
1004.35,0.00292969,-0.00439453,0.99707,0,0,0,0
1004.36,0.00390625,-9.765625e-04,0.993164,0,0,0,0
1004.37,-9.765625e-04,0.00390625,1.00537,0,0,0,0
1004.38,0.00146484,-0.00195312,1.00195,0,0,0,0
1004.39,0.00195312,0.0078125,1.00342,0,0,0,0
1004.4,-9.765625e-04,-0.00585938,1,0,0,0,0
1004.41,0.00341797,-0.00146484,1.00049,0,0,0,0
1004.42,-0.00244141,0.00585938,1.00293,0,0,0,0
1004.43,0.00146484,-0.00439453,1.00049,0,0,0,0
1004.44,0.00390625,0.00341797,1.00488,0,0,0,0
1004.45,0.00390625,-0.00732422,0.997559,0,0,0,0
1004.46,0.00585938,-9.765625e-04,1.00195,0,0,0,0
1004.47,0.00683594,0.00146484,0.992188,0,0,0,0
1004.48,0.00634766,-9.765625e-04,0.999512,0,0,0,0
1004.49,0.00488281,0.00292969,1.00391,0,0,0,0
1004.5,0.00976562,0,0.994629,0,0,0,0
1004.5,0.00878906,0.00195312,1.00537,0,0,0,0
1004.51,0.00732422,-0.00878906,0.995605,0,0,0,0
1004.52,0.0078125,0.00146484,0.996094,0,0,0,0
1004.53,0.00390625,0.00585938,1.00146,0,0,0,0
1004.54,0.00830078,-0.00537109,0.997559,0,0,0,0
1004.55,0.0136719,0.00927734,1.00293,0,0,0,0
1004.56,0.0126953,-0.00439453,0.994629,0,0,0,0
1004.57,0.012207,-0.00488281,1.00049,0,0,0,0
1004.58,0.00634766,0.0117188,1.00098,0,0,0,0
1004.59,0.00634766,-0.00634766,0.994629,0,0,0,0
1004.6,0.00927734,0.00341797,1.00342,0,0,0,0
1004.61,0.012207,0.00537109,0.994629,0,0,0,0
1004.62,0.0136719,-0.00439453,0.996094,0,0,0,0
1004.63,0.00439453,0.0117188,1.00879,0,0,0,0
1004.64,0.00292969,9.765625e-04,0.998047,0,0,0,0
1004.65,0.00585938,-0.00244141,0.999512,0,0,0,0
1004.66,0.00341797,0.00537109,0.998535,0,0,0,0
1004.67,0.00732422,-0.00390625,0.994141,0,0,0,0
1004.68,0.00390625,0.00390625,1.00391,0,0,0,0
1004.69,-0.00244141,0.00683594,1.00195,0,0,0,0
1004.7,9.765625e-04,-0.00146484,1,0,0,0,0
1004.71,0.00390625,0.00585938,1.00244,0,0,0,0
1004.72,0.00292969,0,0.990723,0,0,0,0
1004.73,0.00683594,-0.00927734,0.999512,0,0,0,0
1004.74,-4.882812e-04,0.0102539,1.00195,0,0,0,0
1004.75,0.00146484,-0.00195312,0.996094,0,0,0,0
1004.76,0.00439453,-0.00537109,1.00293,0,0,0,0
1004.77,0.00292969,0.00634766,0.997559,0,0,0,0
1004.78,0.00976562,-0.00830078,0.993652,0,0,0,0
1004.79,0.00439453,0.00195312,1.00439,0,0,0,0
1004.79,9.765625e-04,0.00341797,0.999023,0,0,0,0
1004.8,0.00244141,-0.00976562,0.998535,0,0,0,0
1004.81,0.00732422,0,1.00342,0,0,0,0
1004.82,0.00732422,-0.00292969,0.987793,0,0,0,0
1004.83,0.00488281,-0.00732422,1.00537,0,0,0,0
1004.84,0.00585938,0.0107422,1.00684,0,0,0,0
1004.85,0.00488281,0.00439453,0.995117,0,0,0,0
1004.86,0.00683594,-0.00634766,1.00098,0,0,0,0
1004.87,0.00537109,0.00390625,0.998535,0,0,0,0
1004.88,0.0102539,-0.00146484,0.993652,0,0,0,0
1004.89,0.00830078,0.00683594,1.00146,0,0,0,0
1004.9,9.765625e-04,0.0117188,1.00342,0,0,0,0
1004.91,0.00390625,-0.00537109,1.00244,0,0,0,0
1004.92,0.0102539,0.0166016,1.00293,0,0,0,0
1004.93,0.012207,-0.00195312,0.98877,0,0,0,0
1004.94,0.0136719,-0.0078125,0.991211,0,0,0,0
1004.95,0.00830078,0.0180664,1.00537,0,0,0,0
1004.96,0.00146484,-0.00146484,1.00098,0,0,0,0
1004.97,0.00537109,0.00830078,0.997559,0,0,0,0
1004.98,0.00732422,0.00292969,1.00293,0,0,0,0
1004.99,0.0117188,-0.00585938,0.991211,0,0,0,0
1005,0.0107422,0.00830078,1,0,0,0,0
1005.01,0.00537109,0.00195312,1.00391,0,0,0,0
1005.02,0.00585938,-0.00146484,0.996582,0,0,0,0
1005.03,0.0126953,0.00390625,1.00586,0,0,0,0
1005.04,0.0195312,-0.00683594,0.998535,0,0,0,0
1005.05,0.0292969,-0.00195312,0.997559,0,0,0,0
1005.06,0.03125,0.00390625,1.01611,0,0,0,0
1005.07,0.0258789,-0.00292969,1.00342,0,0,0,0
1005.08,0.0258789,4.882812e-04,1.00293,0,0,0,0
1005.08,0.0263672,-0.00244141,1.00732,0,0,0,0
1005.09,0.0361328,-0.0175781,0.996582,0,0,0,0
1005.1,0.059082,-0.00292969,0.995117,0,0,0,0
1005.11,0.114746,-0.0141602,0.991699,0,0,0,0
1005.12,0.200195,-0.0180664,1.00732,0.244141,-0.427246,0,0
1005.13,0.318359,-0.00585938,1.00049,0,-0.793457,0,0
1005.14,0.38916,-0.0249023,0.984375,0.0610352,-1.2207,0.305176,0
1005.15,0.446777,-0.0258789,0.977539,0,-1.70898,0.244141,0
1005.16,0.432617,0.00976562,0.980469,0,-2.13623,0.366211,0
1005.17,0.40625,0.0146484,1.01465,-0.366211,-2.50244,0.427246,0
1005.18,0.457031,-0.0307617,1.05908,-0.488281,-3.2959,0.305176,0
1005.19,0.624023,0,1.06299,0,-3.96729,0.610352,0
1005.2,0.789551,-0.00488281,1.06885,-0.305176,-4.76074,0.305176,0
1005.21,0.907227,-0.0234375,1.02344,-0.12207,-5.49316,0.305176,0
1005.22,0.967285,0.0107422,0.986816,-0.12207,-6.04248,0.366211,0
1005.23,0.908203,0.0551758,0.990234,-0.671387,-6.16455,0.366211,0
1005.24,0.881836,-0.0136719,1.1499,-1.46484,-7.08008,0,0
1005.25,0.911621,0.00341797,1.12207,-0.671387,-7.56836,0.427246,0
1005.26,0.953613,0.0405273,0.992188,-1.2207,-7.75146,-0.12207,0
1005.27,0.94043,-0.120605,1.00293,-0.610352,-7.75146,-0.12207,0
1005.28,0.900391,-0.0107422,1.0542,0.305176,-7.44629,-0.305176,0
1005.29,0.943359,0.0571289,0.980957,-1.15967,-7.26318,-0.610352,0
1005.3,0.98291,-0.0537109,0.907715,-1.2207,-6.40869,-0.854492,0
1005.31,0.977051,-0.00439453,0.959961,-0.427246,-5.43213,-1.0376,0
1005.32,0.934082,0.0263672,1.02441,-0.12207,-4.39453,-1.15967,0
1005.33,0.950684,0.0249023,1.04834,-0.12207,-4.3335,-0.915527,0
1005.34,1.0083,-0.0551758,1.02148,-0.305176,-3.66211,-0.915527,0
1005.35,1.06104,-0.0581055,0.999512,-0.183105,-3.05176,-1.09863,0
1005.36,1.04297,-0.0634766,1.00928,-0.305176,-2.0752,-1.09863,0
1005.37,1.00049,-0.0556641,0.940918,-0.366211,-1.40381,-1.15967,0
1005.38,0.98291,-0.034668,0.927734,-0.793457,-0.793457,-1.15967,0
1005.39,0.998535,-0.0947266,0.980469,-0.549316,0,-1.15967,0
1005.4,0.988281,-0.0332031,0.953125,0.0610352,0.671387,-1.28174,0
1005.41,0.979004,0.0175781,0.991211,-0.305176,0.976562,-1.46484,0
1005.41,0.957031,-0.0820312,0.991211,-0.488281,1.0376,-1.46484,0
1005.42,0.963379,-0.0444336,0.982422,0.183105,1.0376,-1.46484,0
1005.43,0.928223,-0.0131836,1.01318,-0.183105,0.976562,-1.52588,0
1005.44,0.977539,-0.122559,1.11865,0.0610352,0.732422,-1.64795,1
1005.45,1.03418,-0.0654297,1.13574,0.610352,0.366211,-1.95312,1
1005.46,1.06055,-0.046875,1.01318,0.0610352,-0.305176,-1.95312,1
1005.47,1.07275,-0.129883,1.00684,0.12207,-0.488281,-2.2583,1
1005.48,1.14014,-0.0332031,1.07422,0.610352,-0.854492,-2.74658,1
1005.49,1.10889,-0.0151367,1.04541,-0.244141,-0.915527,-3.17383,1
1005.5,1.06445,-0.10791,1.03809,-0.610352,-1.0376,-3.35693,1
1005.51,1.07324,-0.0888672,1.12354,-0.549316,-1.2207,-3.54004,1
1005.52,1.06104,-0.0800781,1.18506,-1.40381,-1.70898,-4.15039,1
1005.53,1.03418,-0.160156,1.15576,-1.89209,-2.19727,-4.5166,1
1005.54,1.01855,-0.126953,1.1084,-2.19727,-2.68555,-4.94385,1
1005.55,1.02686,-0.13916,1.08252,-3.05176,-2.86865,-5.49316,1
1005.56,1.02734,-0.144531,1.07764,-3.05176,-2.62451,-5.79834,1
1005.57,1.02344,-0.065918,1.07764,-3.78418,-2.31934,-6.10352,1
1005.58,0.986816,-0.141113,1.06396,-4.69971,-2.13623,-6.46973,1
1005.59,0.919922,-0.209961,1.04199,-3.96729,-1.89209,-6.71387,1
1005.6,0.907715,-0.126465,1.08936,-3.23486,-1.40381,-7.26318,1
1005.61,0.902344,-0.119141,1.08398,-3.35693,-1.2207,-7.62939,1
1005.62,0.900879,-0.199219,1.01709,-2.80762,-1.09863,-7.69043,1
1005.63,0.879395,-0.180664,1.00635,-1.64795,-0.549316,-7.93457,1
1005.64,0.903809,-0.138672,0.968262,-1.0376,-0.0610352,-8.48389,1
1005.65,0.875977,-0.159668,0.942871,-0.305176,0.305176,-8.91113,1
1005.66,0.873535,-0.131348,0.961914,0,0.732422,-9.33838,1
1005.67,0.888672,-0.184082,0.900391,0.244141,0.671387,-9.52148,1
1005.68,0.828125,-0.166016,0.90918,1.46484,0.976562,-9.94873,1
1005.69,0.828125,-0.0976562,0.921387,1.40381,0.793457,-10.376,1
1005.7,0.844238,-0.168457,0.907227,1.09863,0.610352,-10.498,1
1005.71,0.83252,-0.173828,0.875488,1.28174,0.671387,-10.6201,1
1005.72,0.828125,-0.114258,0.850586,0.793457,0.671387,-11.0474,1
1005.73,0.869629,-0.150879,0.865723,0.366211,0.488281,-11.4136,1
1005.74,0.934082,-0.15918,0.891113,0.732422,0.305176,-11.7798,1
1005.75,0.931152,-0.117676,0.941406,0.244141,0.183105,-12.207,1
1005.75,0.908203,-0.185547,0.965332,0,-0.244141,-12.3291,1
1005.76,0.954102,-0.118652,0.970215,-0.183105,-0.854492,-12.6953,1
1005.77,0.98877,-0.145508,0.984863,-1.15967,-1.46484,-13.1836,1
1005.78,1.04834,-0.230957,1.03906,-1.0376,-2.0752,-13.4888,1
1005.79,0.983887,-0.150879,1.0415,-1.15967,-2.38037,-13.7329,1
1005.8,0.949219,-0.226074,1.02637,-2.19727,-2.74658,-13.916,1
1005.81,0.938477,-0.27832,1.06787,-2.2583,-2.92969,-14.0381,1
1005.82,0.950195,-0.262695,1.09863,-2.62451,-2.74658,-14.1602,1
1005.83,0.904785,-0.353516,1.06201,-2.92969,-2.44141,-14.2212,1
1005.84,0.870605,-0.283203,1.11182,-2.38037,-2.31934,-14.1602,1
1005.85,0.887207,-0.276855,1.14453,-3.72314,-2.2583,-14.2212,1
1005.86,0.942383,-0.381348,1.12646,-3.78418,-2.2583,-14.0381,1
1005.87,0.874023,-0.276367,1.08008,-3.35693,-1.77002,-14.0991,1
1005.88,0.936523,-0.283691,1.03809,-3.78418,-1.70898,-14.5264,1
1005.89,0.942383,-0.314941,1.09375,-2.92969,-1.58691,-14.8315,1
1005.9,0.929688,-0.227539,1.12549,-2.80762,-1.46484,-15.0146,1
1005.91,0.89209,-0.3125,1.09814,-2.74658,-1.40381,-15.5029,1
1005.92,0.933105,-0.365234,1.07666,-1.2207,-1.58691,-16.1743,1
1005.93,0.956055,-0.25,1.05713,-0.244141,-1.2207,-16.9678,1
1005.94,0.901855,-0.349121,1.0498,-0.427246,-1.15967,-17.6392,1
1005.95,0.856934,-0.319336,0.998047,0.488281,-0.854492,-18.3105,1
1005.96,0.827637,-0.262695,1.02295,0.305176,-0.488281,-18.7988,1
1005.97,0.863281,-0.373535,1.06885,0.488281,-0.305176,-19.2871,1
1005.98,0.792969,-0.299805,1.04346,1.2207,-0.0610352,-19.4702,1
1005.99,0.774902,-0.280273,0.954102,0.610352,0.305176,-19.9585,1
1006,0.712891,-0.382812,0.900391,1.2207,0.915527,-20.0806,1
1006.01,0.753906,-0.305664,0.917969,2.31934,1.64795,-20.3857,1
1006.02,0.696777,-0.391113,0.937988,1.77002,2.38037,-20.6909,1
1006.03,0.719238,-0.435059,0.911621,2.38037,2.62451,-20.5688,1
1006.04,0.717285,-0.225098,0.904297,1.2207,2.92969,-20.9351,1
1006.04,0.694336,-0.306152,0.891602,-1.28174,3.35693,-21.0571,1
1006.05,0.630859,-0.454102,0.785645,-0.854492,3.84521,-21.1792,1
1006.06,0.60791,-0.243164,0.799316,-0.610352,4.5166,-21.7285,1
1006.07,0.617676,-0.344238,0.799805,-2.19727,4.69971,-22.2168,1
1006.08,0.609375,-0.428711,0.928223,-1.28174,4.3335,-22.2168,1
1006.09,0.64209,-0.200684,0.975098,-2.2583,3.72314,-22.7051,1
1006.1,0.637207,-0.364258,0.969238,-4.02832,3.35693,-22.8271,1
1006.11,0.614746,-0.39502,0.936035,-2.92969,2.80762,-22.583,1
1006.12,0.633789,-0.286621,0.936035,-3.54004,2.38037,-23.0713,1
1006.13,0.696289,-0.48584,0.956055,-3.41797,1.77002,-22.9492,1
1006.14,0.736816,-0.42334,0.984375,-1.89209,1.77002,-22.8882,1
1006.15,0.736816,-0.348633,1.03369,-3.05176,1.09863,-23.3154,1
1006.16,0.744629,-0.508301,1.04688,-2.92969,0.488281,-23.2544,1
1006.17,0.774902,-0.392578,1.07031,-1.77002,0.366211,-23.0103,1
1006.18,0.767578,-0.365723,1.09375,-2.74658,0.0610352,-23.1934,1
1006.19,0.761719,-0.513184,1.09131,-2.19727,-0.366211,-22.9492,1
1006.2,0.812988,-0.412598,1.13428,-0.976562,-0.793457,-22.8271,1
1006.21,0.825684,-0.42041,1.1543,-1.2207,-0.854492,-22.8882,1
1006.22,0.86084,-0.499512,1.1377,-1.09863,-1.28174,-22.8271,1
1006.23,0.794922,-0.425781,1.06494,-1.09863,-1.46484,-22.8882,1
1006.24,0.746094,-0.449707,1.10889,-1.77002,-1.15967,-23.0713,1
1006.25,0.78125,-0.487793,1.09668,-1.34277,-1.15967,-23.1323,1
1006.26,0.755371,-0.406738,1.125,-0.854492,-0.427246,-23.0713,1
1006.27,0.773926,-0.450195,1.07764,-1.52588,-0.244141,-23.1934,1
1006.28,0.72998,-0.455566,1.01416,-0.793457,0.0610352,-22.7661,1
1006.29,0.722168,-0.367188,1.03076,-1.58691,0.488281,-23.0103,1
1006.3,0.724121,-0.476074,1.01416,-2.01416,0.793457,-23.1323,1
1006.31,0.655273,-0.421875,0.985352,-1.15967,1.58691,-23.1323,1
1006.32,0.584473,-0.40332,0.925293,-1.52588,2.44141,-23.4375,1
1006.33,0.515625,-0.505859,0.892578,-0.793457,2.62451,-23.4375,1
1006.33,0.602051,-0.395508,0.900879,0.305176,2.74658,-23.4985,1
1006.34,0.658203,-0.334961,0.931152,-0.854492,2.92969,-24.1089,1
1006.35,0.530273,-0.55127,0.876953,-1.52588,3.2959,-23.9868,1
1006.36,0.404785,-0.548828,0.854004,-0.366211,3.72314,-23.8037,1
1006.37,0.44873,-0.376953,0.843262,-0.488281,3.78418,-24.4751,1
1006.38,0.625488,-0.455078,0.847656,-1.28174,3.66211,-24.9634,1
1006.39,0.625977,-0.56543,0.897461,-0.610352,3.23486,-25.2075,1
1006.4,0.515625,-0.4375,0.841797,-0.854492,3.05176,-25.6958,1
1006.41,0.379395,-0.482422,0.820312,-1.83105,2.86865,-26.5503,1
1006.42,0.416016,-0.658203,0.865234,-0.732422,2.19727,-27.0386,1
1006.43,0.589844,-0.405762,0.938477,0.0610352,1.28174,-27.832,1
1006.44,0.617188,-0.447754,0.994141,-2.2583,0.793457,-28.3813,1
