run,pasm_mode,t_s,a_lat_kin_g,roll_angle_deg
2,Sport+,1037.2,-0.916584,1.21856
2,Sport+,1037.24,-0.919316,0.246375
2,Sport+,1037.56,-0.685577,-9.59355
2,Sport+,1037.6,-0.684664,-9.69591
2,Sport+,1037.8,-0.763913,-1.95935
2,Sport+,1037.84,-0.773337,-1.82682
2,Sport+,1037.88,-0.777898,-2.36313
2,Sport+,1037.92,-0.780146,-2.74001
2,Sport+,1037.96,-0.784057,-2.40313
2,Sport+,1038,-0.790861,-2.01331
2,Sport+,1038.04,-0.793881,-1.83666
2,Sport+,1038.08,-0.796033,-1.48598
2,Sport+,1038.12,-0.79398,-1.489
2,Sport+,1038.16,-0.787556,-1.73707
2,Sport+,1038.2,-0.777893,-1.82962
2,Sport+,1038.24,-0.766712,-1.84637
2,Sport+,1038.28,-0.7553,-2.27826
2,Sport+,1038.32,-0.746521,-3.01136
2,Sport+,1038.36,-0.740196,-3.6684
2,Sport+,1038.4,-0.733865,-4.83776
2,Sport+,1039.32,1.07378,-4.35996
2,Sport+,1039.36,1.07652,-2.08409
2,Sport+,1039.4,1.07322,-1.40853
2,Sport+,1039.52,1.03709,-6.21404
2,Sport+,1039.56,1.02847,-7.01591
2,Sport+,1039.6,1.02542,-6.75867
2,Sport+,1039.64,1.02737,-5.19732
2,Sport+,1039.68,1.03325,-3.13411
2,Sport+,1039.72,1.02872,-0.877371
2,Sport+,1040.2,0.757775,11.0339
2,Sport+,1040.24,0.758312,8.67026
2,Sport+,1040.28,0.762255,7.14733
2,Sport+,1041.16,-1.04143,7.14178
2,Sport+,1041.2,-1.0385,7.7702
2,Sport+,1041.24,-1.03843,8.16907
2,Sport+,1041.28,-1.0448,9.03471
2,Sport+,1041.32,-1.05619,9.25824
2,Sport+,1041.36,-1.067,7.69255
2,Sport+,1041.4,-1.06968,5.16042
2,Sport+,1041.56,-1.01738,3.03722
2,Sport+,1041.6,-1.01331,5.07069
2,Sport+,1041.64,-1.01476,5.81934
2,Sport+,1041.68,-1.01671,5.22919
2,Sport+,1041.72,-1.01929,3.79189
2,Sport+,1041.76,-1.02253,3.60472
2,Sport+,1041.8,-1.03007,5.42507
2,Sport+,1041.84,-1.03783,8.09437
2,Sport+,1041.88,-1.04819,10.2668
2,Sport+,1041.92,-1.05707,10.7484
2,Sport+,1041.96,-1.06583,9.52341
2,Sport+,1042,-1.07353,7.73888
2,Sport+,1042.04,-1.08419,6.70981
2,Sport+,1042.08,-1.09181,6.88459
2,Sport+,1042.12,-1.09785,8.50282
2,Sport+,1042.16,-1.098,10.5148
2,Sport+,1042.2,-1.0874,11.7946
2,Sport+,1043.08,0.349385,-34.0086
2,Sport+,1043.84,1.02706,-7.03931
2,Sport+,1043.88,1.02254,-6.03901
2,Sport+,1043.92,1.01675,-5.19589
2,Sport+,1043.96,1.01196,-4.70164
2,Sport+,1044,1.00792,-4.82375
2,Sport+,1046,-0.669754,-4.19487
2,Sport+,1046.04,-0.669004,-4.11693
2,Sport+,1046.08,-0.666655,-3.73765
2,Sport+,1046.12,-0.667265,-3.31341
2,Sport+,1046.16,-0.67345,-3.31093
2,Sport+,1046.28,-0.715154,-3.02511
2,Sport+,1046.32,-0.724011,-2.33312
2,Sport+,1046.36,-0.726953,-1.17965
2,Sport+,1046.4,-0.725153,0.376101
2,Sport+,1046.44,-0.723787,1.77029
2,Sport+,1046.48,-0.729265,2.45987
2,Sport+,1047.4,-0.644415,-16.0308
2,Sport+,1047.44,-0.640018,-16.9905
2,Sport+,1048.4,-0.790607,-0.561742
2,Sport+,1048.44,-0.787346,-2.25004
2,Sport+,1048.56,-0.736775,-10.2562
2,Sport+,1048.6,-0.730266,-9.80255
2,Sport+,1048.64,-0.732948,-7.29882
2,Sport+,1048.68,-0.743617,-4.29833
2,Sport+,1048.72,-0.754031,-2.41911
2,Sport+,1048.76,-0.760343,-2.99596
2,Sport+,1048.8,-0.760515,-5.28606
2,Sport+,1048.96,-0.707499,-8.46232
2,Sport+,1049,-0.702743,-5.83172
2,Sport+,1049.04,-0.7064,-3.92776
2,Sport+,1049.08,-0.710073,-3.55813
2,Sport+,1049.12,-0.717813,-3.74221
2,Sport+,1049.16,-0.722118,-3.94934
2,Sport+,1049.2,-0.728606,-3.74135
2,Sport+,1049.24,-0.738243,-2.84724
2,Sport+,1049.28,-0.75164,-1.85587
2,Sport+,1049.32,-0.760874,-1.44597
2,Sport+,1049.36,-0.770116,-1.32112
2,Sport+,1049.4,-0.773605,-1.74785
2,Sport+,1049.44,-0.76991,-2.35247
2,Sport+,1049.48,-0.763377,-2.6086
2,Sport+,1049.52,-0.755167,-2.73703
2,Sport+,1049.56,-0.749452,-2.83254
2,Sport+,1049.6,-0.743698,-2.76657
2,Sport+,1049.64,-0.742485,-2.77879
2,Sport+,1049.68,-0.735617,-3.11137
2,Sport+,1050.6,0.816945,4.42127
2,Sport+,1050.64,0.818559,4.71174
2,Sport+,1050.68,0.814858,4.16629
2,Sport+,1050.72,0.812934,2.7413
2,Sport+,1050.76,0.814361,1.8701
2,Sport+,1050.96,0.886537,-1.63598
2,Sport+,1051,0.893835,-2.09961
2,Sport+,1051.04,0.896612,-1.57031
2,Sport+,1051.08,0.89343,-0.64765
2,Sport+,1051.12,0.888559,0.0789205
2,Sport+,1051.16,0.889341,-0.207693
2,Sport+,1051.2,0.893636,-1.48692
2,Sport+,1051.24,0.902147,-3.11507
2,Sport+,1051.28,0.912165,-4.48579
2,Sport+,1052.16,-0.469916,-4.25103
2,Sport+,1052.44,-0.675858,0.0174519
2,Sport+,1052.48,-0.67676,-1.91807
2,Sport+,1052.52,-0.669502,-3.17258
2,Sport+,1052.56,-0.657828,-3.37765
2,Sport+,1052.6,-0.646885,-3.20608
2,Sport+,1052.64,-0.640994,-2.98607
2,Sport+,1052.68,-0.643971,-3.22742
2,Sport+,1053.24,-0.931125,3.82608
2,Sport+,1053.28,-0.935525,2.83035
2,Sport+,1053.32,-0.932027,2.18147
2,Sport+,1053.36,-0.921133,1.73283
2,Sport+,1053.4,-0.912071,1.60743
2,Sport+,1053.44,-0.907379,1.2786
2,Sport+,1053.48,-0.911304,1.27521
2,Sport+,1053.52,-0.908185,0.924624
2,Sport+,1053.96,-0.542689,-18.6591
2,Sport+,1054,-0.538152,-16.5663
2,Sport+,1054.04,-0.541319,-13.8165
2,Sport+,1054.08,-0.545047,-11.6539
2,Sport+,1054.12,-0.547105,-9.52619
2,Sport+,1054.16,-0.545312,-7.34341
2,Sport+,1054.2,-0.545664,-5.44153
2,Sport+,1054.56,-0.85961,1.11179
2,Sport+,1054.92,-0.305403,-13.0222
2,Sport+,1055.4,-0.834485,2.13326
2,Sport+,1055.44,-0.843068,1.70468
2,Sport+,1055.48,-0.84179,0.48373
2,Sport+,1055.72,-0.724125,-6.40909
2,Sport+,1055.76,-0.719187,-6.63379
2,Sport+,1055.8,-0.720866,-6.41937
2,Sport+,1055.84,-0.727729,-5.67784
2,Sport+,1055.88,-0.738153,-4.45395
2,Sport+,1055.96,-0.763142,-2.57653
2,Sport+,1056,-0.773564,-2.3868
2,Sport+,1056.04,-0.781837,-2.71852
2,Sport+,1056.08,-0.789181,-3.32092
2,Sport+,1056.12,-0.794816,-3.50378
2,Sport+,1056.16,-0.800199,-3.07892
2,Sport+,1056.2,-0.808816,-2.35604
2,Sport+,1056.24,-0.81963,-1.51089
2,Sport+,1056.28,-0.828582,-1.00067
2,Sport+,1056.32,-0.835968,-0.750292
2,Sport+,1056.36,-0.843094,-0.574823
2,Sport+,1056.4,-0.84919,-0.6803
3,Normal,1424.68,-0.65119,-3.15385
3,Normal,1424.72,-0.66105,-3.51359
3,Normal,1424.76,-0.667458,-3.75777
3,Normal,1424.8,-0.665848,-3.853
3,Normal,1424.84,-0.663114,-3.48604
3,Normal,1424.88,-0.661593,-2.53385
3,Normal,1424.92,-0.666397,-1.58454
3,Normal,1424.96,-0.675797,-1.24474
3,Normal,1425,-0.686291,-1.29264
3,Normal,1425.32,-0.711047,-2.59456
3,Normal,1425.36,-0.715106,-2.40036
3,Normal,1425.4,-0.722485,-2.08117
3,Normal,1425.44,-0.730306,-1.90311
3,Normal,1425.48,-0.74018,-1.57206
3,Normal,1425.72,-0.732459,-3.0323
3,Normal,1425.76,-0.72194,-3.14674
3,Normal,1427.08,0.926491,-0.595617
3,Normal,1427.12,0.934938,-1.65504
3,Normal,1427.16,0.944151,-2.865
3,Normal,1427.2,0.952669,-3.15971
3,Normal,1427.24,0.95825,-1.84578
3,Normal,1427.28,0.952226,0.949126
3,Normal,1427.32,0.942894,3.38305
3,Normal,1427.36,0.933814,4.18231
3,Normal,1427.4,0.922916,4.24766
3,Normal,1427.68,0.804103,9.59539
3,Normal,1427.72,0.798484,9.159
3,Normal,1427.76,0.794233,8.49678
3,Normal,1427.8,0.792049,8.22338
3,Normal,1427.84,0.788533,8.75463
3,Normal,1427.88,0.779893,9.65074
3,Normal,1428.52,-0.483462,-6.06033
3,Normal,1428.56,-0.482457,-4.65908
3,Normal,1428.6,-0.476174,-2.42484
3,Normal,1428.64,-0.469396,-0.431178
3,Normal,1428.68,-0.462894,0.250016
3,Normal,1428.72,-0.456777,-0.375514
3,Normal,1428.76,-0.453386,-0.970853
3,Normal,1428.8,-0.455535,-1.09332
3,Normal,1429.16,-0.706704,-1.26056
3,Normal,1429.2,-0.713419,-2.09547
3,Normal,1429.24,-0.717386,-2.70865
3,Normal,1429.28,-0.716042,-3.22507
3,Normal,1429.32,-0.717057,-3.2571
3,Normal,1429.36,-0.718641,-2.86096
3,Normal,1429.4,-0.720141,-3.00119
3,Normal,1429.44,-0.723792,-3.1821
3,Normal,1429.48,-0.727492,-3.16394
3,Normal,1429.52,-0.726923,-2.9021
3,Normal,1429.56,-0.726008,-2.61074
3,Normal,1429.6,-0.717025,-2.52257
3,Normal,1429.64,-0.70726,-2.71089
3,Normal,1429.68,-0.696507,-3.34593
3,Normal,1429.72,-0.689545,-3.90576
3,Normal,1429.76,-0.687166,-3.64394
3,Normal,1429.8,-0.691239,-2.74499
3,Normal,1429.84,-0.699115,-1.50252
3,Normal,1429.88,-0.710057,-0.487969
3,Normal,1429.92,-0.720397,-0.0698984
3,Normal,1429.96,-0.728365,-0.153472
3,Normal,1430,-0.737264,-0.164746
3,Normal,1430.04,-0.745846,0.0185844
3,Normal,1430.08,-0.752723,0.33337
3,Normal,1430.12,-0.757247,0.587138
3,Normal,1430.16,-0.756998,0.365601
3,Normal,1430.96,0.798581,7.95072
3,Normal,1431.04,0.774501,1.18443
3,Normal,1431.08,0.770446,-1.27413
3,Normal,1431.12,0.773183,-1.25753
3,Normal,1431.16,0.78041,1.01484
3,Normal,1431.2,0.787596,3.78426
3,Normal,1431.24,0.793622,5.35215
3,Normal,1431.28,0.800304,5.08741
3,Normal,1431.32,0.809536,3.05028
3,Normal,1431.44,0.847394,0.738211
3,Normal,1431.48,0.853752,1.71615
3,Normal,1431.52,0.855298,2.58815
3,Normal,1431.56,0.855712,2.85936
3,Normal,1431.6,0.861981,2.00392
3,Normal,1431.64,0.872127,1.21235
3,Normal,1431.72,0.898961,0.411308
3,Normal,1431.76,0.908395,0.749115
3,Normal,1431.8,0.91282,1.51594
3,Normal,1431.84,0.913101,2.2721
3,Normal,1432.52,-1.13598,7.38352
3,Normal,1432.56,-1.13151,9.53954
3,Normal,1432.6,-1.1261,10.5475
3,Normal,1433.32,-0.303142,-19.3169
3,Normal,1433.36,-0.305882,-12.9172
3,Normal,1433.6,-0.53675,0.0220277
3,Normal,1434.6,0.320509,1.78035
3,Normal,1436.16,0.932702,2.56497
3,Normal,1436.2,0.940683,2.60992
3,Normal,1436.24,0.942087,2.88421
3,Normal,1436.28,0.939623,3.21372
3,Normal,1436.32,0.935348,3.21603
3,Normal,1436.36,0.928995,3.1381
3,Normal,1436.4,0.920704,3.25838
3,Normal,1436.48,0.892606,4.71534
3,Normal,1436.52,0.883118,5.26445
3,Normal,1436.56,0.881799,5.28822
3,Normal,1436.6,0.880119,5.06807
3,Normal,1436.64,0.881426,4.39033
3,Normal,1436.68,0.880756,3.95393
3,Normal,1436.72,0.874907,4.19342
3,Normal,1436.76,0.869067,4.78162
3,Normal,1436.8,0.86285,5.94245
3,Normal,1437.2,0.697042,11.7756
3,Normal,1437.24,0.692462,13.312
3,Normal,1437.28,0.692079,14.2372
3,Normal,1437.32,0.696036,13.2636
3,Normal,1437.36,0.700214,10.864
3,Normal,1437.4,0.705091,7.98181
3,Normal,1437.44,0.708178,5.63569
3,Normal,1437.48,0.710391,4.68429
3,Normal,1437.52,0.715991,5.2304
3,Normal,1437.76,0.821998,1.54114
3,Normal,1437.8,0.823269,3.09151
3,Normal,1437.84,0.817275,4.78565
3,Normal,1437.96,0.77573,5.65833
3,Normal,1438,0.769039,4.44838
3,Normal,1438.04,0.767978,3.26758
3,Normal,1438.08,0.773921,2.03481
3,Normal,1438.28,0.863497,-0.192879
3,Normal,1438.32,0.8664,1.46328
3,Normal,1438.36,0.858692,3.68658
3,Normal,1438.56,0.785213,5.22161
3,Normal,1438.6,0.778696,3.90056
3,Normal,1438.64,0.777032,3.05973
3,Normal,1438.68,0.777702,3.19824
3,Normal,1438.72,0.777382,4.12487
3,Normal,1438.76,0.776665,4.67361
3,Normal,1438.8,0.773135,4.81605
3,Normal,1438.84,0.770056,4.61881
3,Normal,1438.88,0.766022,4.39706
3,Normal,1438.92,0.765328,4.28937
3,Normal,1438.96,0.767083,4.28148
3,Normal,1439,0.769509,4.25707
3,Normal,1439.04,0.776818,3.3829
3,Normal,1439.08,0.785435,2.26992
3,Normal,1439.16,0.810823,1.03848
3,Normal,1439.2,0.821456,1.94037
3,Normal,1439.24,0.82832,3.41048
3,Normal,1439.28,0.830963,4.42437
3,Normal,1439.32,0.835013,4.4519
3,Normal,1439.36,0.842361,3.3219
3,Normal,1439.4,0.848781,1.94466
3,Normal,1439.44,0.854301,1.167
3,Normal,1439.48,0.863111,0.779343
3,Normal,1439.52,0.874099,0.736191
3,Normal,1439.56,0.883465,1.14073
3,Normal,1439.6,0.893013,1.15313
3,Normal,1439.64,0.903289,0.561871
3,Normal,1439.68,0.915646,-0.255227
3,Normal,1439.72,0.925152,-0.707206
3,Normal,1439.76,0.936818,-0.846522
3,Normal,1439.8,0.945224,0.0738781
3,Normal,1439.84,0.946826,1.36816
3,Normal,1439.88,0.943607,2.40953
3,Normal,1439.92,0.942928,2.36969
3,Normal,1439.96,0.935443,2.05667
3,Normal,1440,0.925051,1.74632
3,Normal,1440.04,0.915198,1.6014
3,Normal,1440.08,0.908032,2.04986
3,Normal,1440.12,0.905084,2.48878
3,Normal,1440.16,0.907802,2.56774
3,Normal,1440.2,0.910568,2.32756
3,Normal,1440.24,0.911896,2.34411
3,Normal,1440.28,0.909705,2.53246
3,Normal,1440.32,0.912517,2.68768
3,Normal,1440.36,0.908112,3.54296
3,Normal,1440.6,0.824765,4.70124
3,Normal,1440.64,0.816115,4.36733
3,Normal,1440.68,0.80957,4.3547
3,Normal,1441.88,-0.75943,-4.7279
3,Normal,1441.92,-0.761793,-3.82376
3,Normal,1441.96,-0.759829,-2.76048
3,Normal,1442,-0.750899,-2.58707
3,Normal,1442.12,-0.712824,-6.43816
3,Normal,1442.16,-0.701836,-5.55414
3,Normal,1442.2,-0.695056,-3.97014
3,Normal,1442.24,-0.686841,-2.74633
3,Normal,1447.84,-0.742449,-1.35982
3,Normal,1447.88,-0.749289,-2.26381
3,Normal,1447.92,-0.752924,-3.52878
3,Normal,1447.96,-0.753285,-4.32418
3,Normal,1448,-0.750969,-4.57996
3,Normal,1448.04,-0.749949,-4.22934
3,Normal,1448.08,-0.749194,-3.29608
3,Normal,1448.12,-0.748721,-2.29186
3,Normal,1448.16,-0.750186,-1.69474
3,Normal,1448.2,-0.753086,-1.53656
3,Normal,1448.24,-0.757591,-1.49118
3,Normal,1448.28,-0.763004,-1.72111
3,Normal,1448.32,-0.770166,-1.57285
3,Normal,1448.36,-0.773274,-1.46853
3,Normal,1448.4,-0.773339,-1.62573
3,Normal,1448.44,-0.772579,-1.99657
3,Normal,1448.48,-0.770123,-2.37745
3,Normal,1448.52,-0.764957,-2.95446
3,Normal,1448.56,-0.759168,-3.52078
3,Normal,1448.6,-0.751588,-4.02883
3,Normal,1448.64,-0.740794,-4.75637
3,Normal,1448.68,-0.728859,-5.45116
3,Normal,1448.72,-0.719187,-5.74626
3,Normal,1448.76,-0.714072,-5.70106
3,Normal,1448.8,-0.715382,-5.07493
3,Normal,1448.84,-0.722124,-3.85664
3,Normal,1449.12,-0.864769,1.24228
3,Normal,1449.16,-0.867638,0.727067
3,Normal,1449.2,-0.867554,0.247447
3,Normal,1449.24,-0.865048,0.00822679
3,Normal,1449.28,-0.865172,-0.0419746
3,Normal,1449.32,-0.859424,-0.739461
3,Normal,1449.36,-0.853305,-1.90567
3,Normal,1449.68,-0.705415,-8.0305
3,Normal,1449.72,-0.695977,-8.48657
3,Normal,1449.76,-0.691225,-8.23521
3,Normal,1449.8,-0.685621,-7.46516
3,Normal,1449.84,-0.680294,-6.57266
3,Normal,1449.88,-0.673398,-5.40184
3,Normal,1449.92,-0.669039,-3.94367
3,Normal,1449.96,-0.668334,-2.42063
3,Normal,1450,-0.670534,-1.16213
3,Normal,1450.04,-0.676145,-0.0110992
3,Normal,1450.08,-0.685486,0.756226
3,Normal,1450.32,-0.776557,-2.11746
3,Normal,1450.36,-0.778906,-3.3171
3,Normal,1450.4,-0.776408,-4.10444
3,Normal,1450.44,-0.769614,-3.9785
3,Normal,1450.48,-0.763416,-2.97797
3,Normal,1450.52,-0.759358,-1.77807
3,Normal,1450.56,-0.757987,-0.942387
3,Normal,1450.6,-0.762746,-0.432059
3,Normal,1450.64,-0.771056,-0.354044
3,Normal,1450.68,-0.781746,-0.45898
3,Normal,1450.72,-0.791854,-0.624696
3,Normal,1450.76,-0.798659,-0.772387
3,Normal,1450.8,-0.799465,-1.39731
3,Normal,1450.84,-0.79234,-2.75213
3,Normal,1450.96,-0.748525,-4.27305
3,Normal,1451,-0.744881,-2.75498
3,Normal,1451.24,-0.870031,-2.45547
3,Normal,1451.28,-0.875335,-3.37173
3,Normal,1451.32,-0.869037,-3.88853
3,Normal,1451.4,-0.844285,-3.41645
3,Normal,1451.44,-0.837209,-2.67591
3,Normal,1451.48,-0.840227,-1.66801
3,Normal,1451.64,-0.895777,-0.0750924
3,Normal,1451.68,-0.902391,-0.945666
3,Normal,1451.72,-0.903274,-1.74104
3,Normal,1451.76,-0.900366,-2.29528
3,Normal,1451.8,-0.893509,-2.41012
3,Normal,1452,-0.822515,-5.09721
3,Normal,1452.04,-0.81445,-5.16921
3,Normal,1452.08,-0.810699,-4.93121
3,Normal,1452.12,-0.808945,-4.67696
3,Normal,1452.16,-0.81108,-4.15906
3,Normal,1452.2,-0.816705,-3.90204
3,Normal,1452.24,-0.825756,-3.70535
3,Normal,1452.28,-0.836378,-3.54411
3,Normal,1452.32,-0.846057,-3.6552
3,Normal,1452.36,-0.850281,-4.04893
3,Normal,1452.4,-0.852955,-4.0596
3,Normal,1452.44,-0.851885,-3.7692
3,Normal,1452.48,-0.848686,-3.08505
3,Normal,1452.52,-0.849173,-1.82951
3,Normal,1452.56,-0.856303,-0.367777
3,Normal,1452.6,-0.864494,0.718352
3,Normal,1452.76,-0.921555,0.839912
3,Normal,1452.8,-0.930954,0.169747
3,Normal,1452.84,-0.936357,-0.516619
3,Normal,1452.88,-0.9372,-1.49416
3,Normal,1452.92,-0.931334,-2.5507
3,Normal,1452.96,-0.921662,-3.11883
3,Normal,1453.36,-0.763783,-9.99287
3,Normal,1453.4,-0.76219,-10.0732
3,Normal,1453.44,-0.769736,-9.89991
3,Normal,1453.56,-0.807975,-6.17042
3,Normal,1453.6,-0.814904,-6.04597
3,Normal,1453.64,-0.809673,-7.51854
3,Normal,1453.88,-0.684942,-8.2898
3,Normal,1453.92,-0.681451,-7.9303
3,Normal,1453.96,-0.677792,-7.52067
3,Normal,1454,-0.669953,-7.23588
3,Normal,1454.04,-0.659129,-6.59308
3,Normal,1454.08,-0.648822,-5.39948
3,Normal,1454.12,-0.63861,-4.04747
3,Normal,1454.16,-0.630067,-2.84796
3,Normal,1454.2,-0.626228,-1.51
3,Normal,1455.08,-0.659753,-1.20341
3,Normal,1455.12,-0.667693,-1.49336
3,Normal,1455.16,-0.672126,-1.88053
3,Normal,1455.2,-0.675229,-2.48846
3,Normal,1455.24,-0.675926,-3.14706
3,Normal,1455.28,-0.671612,-3.66724
3,Normal,1455.4,-0.635865,-4.54256
3,Normal,1455.44,-0.634264,-4.25764
3,Normal,1455.68,-0.763192,-1.09908
3,Normal,1455.72,-0.766937,-1.70306
3,Normal,1455.76,-0.765284,-2.08178
3,Normal,1455.8,-0.764067,-2.22521
3,Normal,1455.84,-0.768416,-1.67063
3,Normal,1456.04,-0.850406,-0.734548
3,Normal,1456.08,-0.854504,-1.79863
3,Normal,1456.12,-0.851966,-2.4791
3,Normal,1456.16,-0.845931,-3.02421
3,Normal,1456.2,-0.838177,-3.4849
3,Normal,1456.44,-0.74557,-7.83331
3,Normal,1456.48,-0.738386,-7.86574
3,Normal,1456.52,-0.73721,-7.32479
3,Normal,1456.56,-0.739502,-6.61503
3,Normal,1456.6,-0.744426,-5.5527
3,Normal,1456.64,-0.748073,-4.33434
3,Normal,1456.68,-0.749983,-3.29724
3,Normal,1456.72,-0.747481,-2.78292
3,Normal,1456.76,-0.741336,-2.76384
3,Normal,1457.84,0.974352,-3.61136
3,Normal,1457.88,0.982105,-2.55492
3,Normal,1457.92,0.989314,-1.78918
3,Normal,1457.96,0.99403,-1.328
3,Normal,1458,0.994848,-1.41275
3,Normal,1458.04,0.990811,-1.50326
3,Normal,1458.08,0.987032,-1.68237
3,Normal,1458.12,0.986293,-2.19653
3,Normal,1458.16,0.991917,-2.52173
3,Normal,1458.2,1.00044,-2.38308
3,Normal,1458.24,1.00757,-2.15541
3,Normal,1460.04,-0.994351,4.13245
3,Normal,1460.08,-0.994711,2.49149
3,Normal,1460.12,-0.988662,0.949645
3,Normal,1460.16,-0.980661,0.640737
3,Normal,1460.2,-0.971861,0.682061
3,Normal,1460.24,-0.962122,0.645241
3,Normal,1460.28,-0.954605,0.315646
3,Normal,1460.32,-0.947437,-0.0377506
3,Normal,1460.36,-0.94227,-0.587373
3,Normal,1460.4,-0.938494,-0.986581
3,Normal,1460.44,-0.931598,-1.34633
3,Normal,1460.48,-0.922151,-1.83028
3,Normal,1462.08,1.0256,-6.01804
3,Normal,1462.12,1.03339,-4.87955
3,Normal,1462.16,1.02974,-3.42339
3,Normal,1462.28,0.991685,-2.12335
3,Normal,1462.32,0.981744,-2.37233
3,Normal,1465.08,-0.716841,-4.81054
3,Normal,1465.12,-0.707575,-6.55559
3,Normal,1465.52,-0.539381,-7.27465
3,Normal,1465.56,-0.532982,-6.15406
3,Normal,1465.6,-0.531522,-4.80536
3,Normal,1465.64,-0.539323,-3.23686
3,Normal,1465.92,-0.647675,-3.82906
3,Normal,1465.96,-0.657852,-4.95437
3,Normal,1466,-0.667828,-4.63986
3,Normal,1466.04,-0.677986,-3.39519
3,Normal,1466.08,-0.691175,-2.10193
3,Normal,1466.12,-0.701833,-1.28651
3,Normal,1466.28,-0.754532,-1.04417
3,Normal,1466.36,-0.779711,-1.78129
3,Normal,1466.4,-0.790005,-2.66471
3,Normal,1466.44,-0.79779,-3.1384
3,Normal,1466.48,-0.805622,-2.77186
3,Normal,1466.52,-0.810052,-1.58536
3,Normal,1466.56,-0.810955,-0.398647
3,Normal,1466.6,-0.809875,-0.0918345
3,Normal,1466.64,-0.808142,-0.940977
3,Normal,1466.68,-0.807297,-2.15972
3,Normal,1466.72,-0.812602,-2.90354
3,Normal,1466.92,-0.82933,-0.474835
3,Normal,1466.96,-0.825752,-2.04894
3,Normal,1467.12,-0.774171,-7.17459
3,Normal,1467.16,-0.768841,-5.63307
3,Normal,1467.2,-0.7649,-4.64167
3,Normal,1467.24,-0.76266,-5.02315
3,Normal,1467.28,-0.759232,-6.5533
3,Normal,1467.32,-0.748047,-8.47112
3,Normal,1467.4,-0.72383,-8.74661
3,Normal,1467.44,-0.716532,-7.00144
3,Normal,1467.48,-0.716537,-5.18111
3,Normal,1467.52,-0.722652,-4.19458
3,Normal,1467.56,-0.731054,-3.97473
3,Normal,1467.6,-0.738862,-4.18204
3,Normal,1467.64,-0.74466,-4.07103
3,Normal,1467.68,-0.748676,-3.39104
3,Normal,1467.72,-0.753956,-2.52103
3,Normal,1467.76,-0.759313,-1.84841
3,Normal,1467.8,-0.764934,-1.49347
3,Normal,1467.84,-0.76437,-1.99212
3,Normal,1467.88,-0.762462,-2.77256
3,Normal,1467.92,-0.753777,-3.49138
3,Normal,1468.72,0.791639,4.27003
3,Normal,1468.76,0.800197,0.530227
3,Normal,1468.8,0.809395,-1.39724
3,Normal,1469.08,0.963609,-2.42191
3,Normal,1469.12,0.966539,-2.92556
3,Normal,1469.16,0.959553,-2.50087
3,Normal,1469.2,0.950474,-1.66429
3,Normal,1469.24,0.943279,-0.597421
3,Normal,1469.28,0.939825,-0.230129
3,Normal,1469.32,0.936291,-0.223953
3,Normal,1470.84,-0.807255,-1.78448
3,Normal,1470.88,-0.803631,-3.76927
3,Normal,1471.88,-0.841732,-1.93803
3,Normal,1471.92,-0.84831,-3.41653
3,Normal,1471.96,-0.846466,-4.68202
3,Normal,1472,-0.838974,-5.8372
3,Normal,1472.28,-0.725782,-7.2218
3,Normal,1472.32,-0.718954,-5.78753
3,Normal,1472.36,-0.716038,-5.11106
3,Normal,1472.4,-0.712128,-5.78202
3,Normal,1472.44,-0.70312,-7.49288
3,Normal,1472.8,-0.490852,-6.0903
3,Normal,1473.08,-0.629676,0.0745822
3,Normal,1473.12,-0.639341,-0.915649
3,Normal,1473.44,-0.787339,1.15788
3,Normal,1473.48,-0.79305,-0.544714
3,Normal,1473.52,-0.789003,-2.16562
3,Normal,1473.72,-0.70424,-2.99352
3,Normal,1473.92,-0.776617,-1.836
3,Normal,1473.96,-0.782028,-1.86177
3,Normal,1474,-0.784987,-1.66783
3,Normal,1474.04,-0.790707,-1.49004
3,Normal,1474.08,-0.798177,-1.33755
3,Normal,1474.12,-0.805739,-1.34621
3,Normal,1474.16,-0.812687,-1.76918
3,Normal,1474.2,-0.817328,-1.94821
3,Normal,1474.24,-0.820281,-2.43918
3,Normal,1474.28,-0.81803,-3.56655
3,Normal,1474.56,-0.702532,-7.53305
3,Normal,1474.6,-0.697489,-6.87786
3,Normal,1474.64,-0.696365,-6.49189
3,Normal,1474.68,-0.693994,-6.01936
3,Normal,1474.72,-0.691309,-5.12845
3,Normal,1474.76,-0.691152,-4.20428
3,Normal,1474.8,-0.692104,-3.49208
4,Sport+,1863.84,-0.663869,-2.26941
4,Sport+,1863.88,-0.669548,-2.45665
4,Sport+,1863.92,-0.672858,-2.73754
4,Sport+,1863.96,-0.675953,-3.2417
4,Sport+,1864,-0.682868,-3.40626
4,Sport+,1864.04,-0.688789,-3.4047
4,Sport+,1864.08,-0.696134,-3.1857
4,Sport+,1864.12,-0.706245,-2.30468
4,Sport+,1864.16,-0.716754,-1.17218
4,Sport+,1864.2,-0.725302,-0.945066
4,Sport+,1864.24,-0.731019,-1.48302
4,Sport+,1864.28,-0.731812,-2.42077
4,Sport+,1864.32,-0.730817,-3.59327
4,Sport+,1864.36,-0.725444,-4.44973
4,Sport+,1864.4,-0.718427,-4.95724
4,Sport+,1864.44,-0.710569,-5.33191
4,Sport+,1864.48,-0.698245,-5.62779
4,Sport+,1864.52,-0.687718,-5.64885
4,Sport+,1864.56,-0.678491,-5.42358
4,Sport+,1864.6,-0.671887,-4.87
