run,pasm_mode,t_s,a_lat_kin_g,roll_angle_deg
4,Sport+,1864.64,-0.668864,-3.84912
4,Sport+,1864.68,-0.671668,-2.67542
4,Sport+,1864.72,-0.680341,-1.50614
4,Sport+,1864.76,-0.689459,-0.60697
4,Sport+,1864.8,-0.700914,-0.0262533
4,Sport+,1864.84,-0.712453,0.209511
4,Sport+,1864.88,-0.720989,-0.157836
4,Sport+,1864.92,-0.727209,-0.594475
4,Sport+,1864.96,-0.726782,-1.22786
4,Sport+,1865,-0.72183,-1.73164
4,Sport+,1865.04,-0.714366,-2.20747
4,Sport+,1865.08,-0.706732,-2.51204
4,Sport+,1865.12,-0.697393,-2.57654
4,Sport+,1866.28,1.01822,-2.46073
4,Sport+,1866.32,1.0247,-1.51767
4,Sport+,1866.36,1.02167,-1.16661
4,Sport+,1866.4,1.01297,-1.42824
4,Sport+,1866.44,1.00385,-1.88208
4,Sport+,1866.48,0.997905,-1.52634
4,Sport+,1866.68,0.921437,5.32728
4,Sport+,1866.72,0.910888,5.26799
4,Sport+,1866.76,0.90246,4.54207
4,Sport+,1868.16,-0.839812,-1.57299
4,Sport+,1868.2,-0.843769,-1.61448
4,Sport+,1868.24,-0.842605,-1.59345
4,Sport+,1868.28,-0.83809,-1.23707
4,Sport+,1868.32,-0.828499,-1.47023
4,Sport+,1868.36,-0.81989,-2.13845
4,Sport+,1868.4,-0.812306,-2.80213
4,Sport+,1868.44,-0.803797,-3.5219
4,Sport+,1868.48,-0.799915,-3.99125
4,Sport+,1868.52,-0.797282,-3.67459
4,Sport+,1868.56,-0.797843,-3.02743
4,Sport+,1868.6,-0.79745,-2.72137
4,Sport+,1868.64,-0.798266,-2.62646
4,Sport+,1868.68,-0.795786,-2.87098
4,Sport+,1868.72,-0.791989,-2.95564
4,Sport+,1868.76,-0.792519,-2.45779
4,Sport+,1868.8,-0.79669,-1.58854
4,Sport+,1868.84,-0.802508,-0.640185
4,Sport+,1868.88,-0.808602,0.0192889
4,Sport+,1868.92,-0.81204,-0.0763067
4,Sport+,1868.96,-0.810478,-0.56384
4,Sport+,1869,-0.80559,-1.17244
4,Sport+,1869.04,-0.799112,-1.58265
4,Sport+,1869.08,-0.788307,-1.90613
4,Sport+,1869.12,-0.779994,-1.93622
4,Sport+,1869.16,-0.772852,-2.12233
4,Sport+,1869.2,-0.769087,-2.2174
4,Sport+,1869.24,-0.769686,-1.94168
4,Sport+,1869.28,-0.765005,-1.73939
4,Sport+,1869.96,0.779381,4.84922
4,Sport+,1870,0.771596,1.05594
4,Sport+,1870.04,0.76147,-1.45075
4,Sport+,1870.2,0.706136,7.53144
4,Sport+,1870.24,0.696383,8.63832
4,Sport+,1870.28,0.693198,7.84926
4,Sport+,1870.32,0.693102,5.93105
4,Sport+,1870.36,0.691395,4.59092
4,Sport+,1870.4,0.687339,4.31068
4,Sport+,1870.44,0.678437,4.33801
4,Sport+,1870.48,0.669988,3.91455
4,Sport+,1870.52,0.66557,3.44719
4,Sport+,1870.56,0.66775,3.04489
4,Sport+,1870.6,0.675127,2.53808
4,Sport+,1870.72,0.71278,1.57175
4,Sport+,1870.76,0.7208,1.37797
4,Sport+,1870.8,0.724646,2.07431
4,Sport+,1870.84,0.722409,3.10401
4,Sport+,1871.68,-0.736773,-1.96967
4,Sport+,1871.72,-0.742367,-0.744565
4,Sport+,1871.76,-0.744037,0.00214792
4,Sport+,1871.8,-0.743967,-0.0657776
4,Sport+,1871.84,-0.746771,-1.13877
4,Sport+,1871.88,-0.752903,-2.55451
4,Sport+,1872.08,-0.829929,-0.761106
4,Sport+,1872.12,-0.840079,-0.420894
4,Sport+,1872.16,-0.848484,-0.391607
4,Sport+,1872.2,-0.857169,-0.243829
4,Sport+,1872.24,-0.863933,-0.30552
4,Sport+,1872.28,-0.868544,-0.324784
4,Sport+,1872.32,-0.870486,-0.454868
4,Sport+,1872.36,-0.865569,-1.21933
4,Sport+,1873.72,0.552708,0.0502077
4,Sport+,1873.76,0.559933,0.248217
4,Sport+,1873.8,0.566399,0.167309
4,Sport+,1873.84,0.574773,0.0495127
4,Sport+,1875.04,0.92563,2.68418
4,Sport+,1875.08,0.935351,2.62765
4,Sport+,1875.12,0.939793,2.59626
4,Sport+,1875.16,0.93915,2.73857
4,Sport+,1875.2,0.931987,3.10995
4,Sport+,1875.24,0.924495,3.81655
4,Sport+,1875.28,0.919659,4.2082
4,Sport+,1875.32,0.911934,4.74718
4,Sport+,1875.36,0.913836,4.38769
4,Sport+,1875.4,0.917829,3.51341
4,Sport+,1875.44,0.918952,2.54454
4,Sport+,1875.48,0.916997,1.969
4,Sport+,1875.52,0.912339,1.56967
4,Sport+,1875.56,0.909865,1.44927
4,Sport+,1875.6,0.904344,1.95267
4,Sport+,1875.64,0.898664,2.72738
4,Sport+,1875.68,0.894913,3.22874
4,Sport+,1875.72,0.895692,3.47364
4,Sport+,1875.76,0.900781,3.51977
4,Sport+,1875.8,0.905642,3.45217
4,Sport+,1875.84,0.910051,3.06671
4,Sport+,1875.88,0.913248,2.41297
4,Sport+,1875.92,0.9183,1.47859
4,Sport+,1875.96,0.920647,1.51349
4,Sport+,1876,0.917633,2.86558
4,Sport+,1876.04,0.913188,4.88122
4,Sport+,1876.08,0.909205,6.47433
4,Sport+,1876.12,0.906397,5.69057
4,Sport+,1876.16,0.905141,3.2623
4,Sport+,1876.4,0.790408,12.1507
4,Sport+,1876.44,0.786611,12.8078
4,Sport+,1876.48,0.789544,11.7109
4,Sport+,1876.52,0.785933,10.8145
4,Sport+,1876.76,0.661872,14.8661
4,Sport+,1876.8,0.662749,11.0055
4,Sport+,1876.84,0.66022,10.0451
4,Sport+,1876.96,0.6145,19.5599
4,Sport+,1877,0.608715,18.5451
4,Sport+,1877.44,0.829964,-0.108969
4,Sport+,1877.48,0.830316,0.961998
4,Sport+,1877.68,0.750623,2.70539
4,Sport+,1877.72,0.750117,2.60206
4,Sport+,1877.76,0.755799,2.85247
4,Sport+,1877.8,0.764176,2.95409
4,Sport+,1877.84,0.774043,2.10225
4,Sport+,1877.88,0.782142,1.34565
4,Sport+,1877.92,0.790159,0.518718
4,Sport+,1877.96,0.794293,0.556674
4,Sport+,1878,0.793994,1.69289
4,Sport+,1878.04,0.790038,3.5385
4,Sport+,1878.08,0.784123,4.6821
4,Sport+,1878.12,0.779157,4.72472
4,Sport+,1878.16,0.774344,3.51688
4,Sport+,1878.2,0.768887,2.51533
4,Sport+,1878.24,0.767809,2.39048
4,Sport+,1878.28,0.767254,3.03178
4,Sport+,1878.32,0.767948,4.21297
4,Sport+,1878.36,0.774125,4.31687
4,Sport+,1878.64,0.885356,-0.206954
4,Sport+,1878.68,0.893564,0.106606
4,Sport+,1878.72,0.898022,0.291299
4,Sport+,1878.76,0.903428,0.0809278
4,Sport+,1878.8,0.91024,-0.499511
4,Sport+,1878.84,0.920838,-1.61328
4,Sport+,1878.88,0.931799,-2.53939
4,Sport+,1878.92,0.94286,-2.62097
4,Sport+,1878.96,0.945637,-1.57384
4,Sport+,1879,0.938795,0.0482843
4,Sport+,1879.04,0.928587,1.2842
4,Sport+,1879.12,0.90402,2.34191
4,Sport+,1879.16,0.89483,2.77821
4,Sport+,1879.2,0.887727,3.55025
4,Sport+,1879.24,0.880197,4.71743
4,Sport+,1879.6,0.740389,7.60613
4,Sport+,1879.64,0.731989,6.07903
4,Sport+,1880.64,-0.682923,-2.20905
4,Sport+,1880.68,-0.69251,-2.18456
4,Sport+,1880.72,-0.699192,-2.5349
4,Sport+,1880.76,-0.708519,-3.56577
4,Sport+,1880.8,-0.714571,-5.07322
4,Sport+,1880.84,-0.718213,-6.00996
4,Sport+,1880.88,-0.719212,-6.00337
4,Sport+,1880.92,-0.717625,-4.99959
4,Sport+,1880.96,-0.718256,-3.79981
4,Sport+,1881,-0.716994,-3.47763
4,Sport+,1881.04,-0.718127,-4.17887
4,Sport+,1881.08,-0.717564,-5.32053
4,Sport+,1881.12,-0.719736,-5.58751
4,Sport+,1881.16,-0.722368,-4.63762
4,Sport+,1881.2,-0.725055,-3.75705
4,Sport+,1881.24,-0.723958,-3.44926
4,Sport+,1881.28,-0.719461,-3.89403
4,Sport+,1885.36,1.14121,-11.4792
4,Sport+,1885.4,1.14499,-9.74824
4,Sport+,1885.44,1.14089,-8.63644
4,Sport+,1887.12,-0.749987,-0.314642
4,Sport+,1887.16,-0.75259,-0.68418
4,Sport+,1887.48,-0.561448,-2.74585
4,Sport+,1887.72,-0.688556,1.56613
4,Sport+,1887.76,-0.695077,0.609775
4,Sport+,1887.8,-0.698238,-0.756098
4,Sport+,1887.84,-0.701032,-2.12475
4,Sport+,1887.88,-0.705856,-3.0059
4,Sport+,1888.12,-0.804802,1.67963
4,Sport+,1888.16,-0.808746,0.310411
4,Sport+,1888.2,-0.8046,-1.323
4,Sport+,1888.36,-0.737902,-3.87736
4,Sport+,1888.4,-0.734652,-3.63868
4,Sport+,1888.44,-0.73682,-3.69246
4,Sport+,1888.48,-0.741169,-3.71759
4,Sport+,1888.52,-0.745046,-3.53142
4,Sport+,1888.56,-0.74781,-3.01104
4,Sport+,1888.6,-0.746099,-2.4276
4,Sport+,1888.64,-0.743238,-2.02773
4,Sport+,1888.68,-0.742042,-1.73476
4,Sport+,1888.72,-0.74292,-2.05559
4,Sport+,1888.76,-0.745004,-2.7804
4,Sport+,1888.8,-0.748524,-3.12731
4,Sport+,1888.84,-0.754431,-2.88823
4,Sport+,1888.88,-0.757536,-2.53847
4,Sport+,1888.92,-0.759888,-2.24401
4,Sport+,1888.96,-0.760614,-2.26275
4,Sport+,1889,-0.761225,-2.34234
4,Sport+,1889.04,-0.770033,-1.94314
4,Sport+,1889.08,-0.777563,-1.43311
4,Sport+,1889.12,-0.787454,-0.395827
4,Sport+,1889.2,-0.812694,1.86711
4,Sport+,1889.24,-0.822369,2.27644
4,Sport+,1889.28,-0.828573,1.90785
4,Sport+,1889.32,-0.827001,0.445701
4,Sport+,1889.36,-0.817959,-1.3658
4,Sport+,1889.56,-0.739256,-7.2467
4,Sport+,1889.6,-0.731878,-7.33423
4,Sport+,1889.64,-0.730856,-6.15607
4,Sport+,1889.68,-0.735414,-4.05235
4,Sport+,1889.96,-0.905885,2.09099
4,Sport+,1890,-0.908702,-0.274198
4,Sport+,1890.04,-0.901247,-2.23862
4,Sport+,1890.08,-0.888677,-3.2296
4,Sport+,1890.12,-0.882056,-2.51672
4,Sport+,1890.16,-0.879168,-0.517153
4,Sport+,1890.2,-0.881843,1.53242
4,Sport+,1890.24,-0.887117,2.73864
4,Sport+,1890.28,-0.895242,2.77824
4,Sport+,1890.32,-0.900407,1.13774
4,Sport+,1890.36,-0.899437,-1.63758
4,Sport+,1890.4,-0.891241,-4.21444
4,Sport+,1890.56,-0.822379,-5.7768
4,Sport+,1890.6,-0.814552,-5.38711
4,Sport+,1890.64,-0.816323,-4.83947
4,Sport+,1890.68,-0.822766,-4.2685
4,Sport+,1890.72,-0.826114,-4.37535
4,Sport+,1890.76,-0.823185,-5.0588
4,Sport+,1891.04,-0.66384,-9.16987
4,Sport+,1891.32,-0.82293,-1.09621
4,Sport+,1891.36,-0.822271,-2.24334
4,Sport+,1891.4,-0.816342,-2.98359
4,Sport+,1891.44,-0.811756,-2.59173
4,Sport+,1891.48,-0.817424,-1.20272
4,Sport+,1891.6,-0.857903,-0.28398
4,Sport+,1891.64,-0.857466,-2.27482
4,Sport+,1891.76,-0.821507,-3.48321
4,Sport+,1891.8,-0.82434,-1.53915
4,Sport+,1891.96,-0.912494,-0.0148197
4,Sport+,1892,-0.911297,-1.91027
4,Sport+,1892.2,-0.772256,-6.79693
4,Sport+,1892.24,-0.767664,-5.86592
4,Sport+,1892.44,-0.863794,-2.35539
4,Sport+,1892.48,-0.854984,-3.7733
4,Sport+,1892.52,-0.84255,-4.31079
4,Sport+,1892.56,-0.839638,-4.22717
4,Sport+,1892.76,-0.925013,-2.39401
4,Sport+,1892.8,-0.928735,-2.93369
4,Sport+,1892.84,-0.925746,-1.91641
4,Sport+,1892.88,-0.921703,-0.233467
4,Sport+,1892.92,-0.920243,0.930656
4,Sport+,1892.96,-0.921111,0.919536
4,Sport+,1893,-0.918637,-0.389432
4,Sport+,1894.32,-0.698564,-7.26611
4,Sport+,1894.36,-0.701808,-8.47557
4,Sport+,1894.4,-0.699762,-8.24237
4,Sport+,1894.44,-0.694791,-6.9949
4,Sport+,1894.48,-0.688313,-5.07422
4,Sport+,1894.68,-0.619753,-4.72209
4,Sport+,1894.72,-0.625891,-5.64305
4,Sport+,1895.08,-0.966209,3.27982
4,Sport+,1895.12,-0.967404,1.29835
4,Sport+,1895.36,-0.844389,-3.23196
4,Sport+,1895.4,-0.841364,-4.28601
4,Sport+,1895.44,-0.843378,-5.40372
4,Sport+,1895.48,-0.845914,-5.95153
4,Sport+,1895.52,-0.848367,-5.56354
4,Sport+,1895.56,-0.848603,-4.97097
4,Sport+,1895.6,-0.842337,-4.65153
4,Sport+,1895.88,-0.713485,-7.9419
4,Sport+,1895.92,-0.704654,-7.5134
4,Sport+,1895.96,-0.698427,-7.66537
4,Sport+,1896,-0.692531,-8.24146
4,Sport+,1896.8,0.974327,-8.55528
4,Sport+,1896.84,0.978832,-7.64563
4,Sport+,1896.88,0.978729,-5.04622
4,Sport+,1896.92,0.97968,-2.25416
4,Sport+,1896.96,0.982403,0.0438924
4,Sport+,1897,0.986551,1.00886
4,Sport+,1897.04,0.993399,0.721438
4,Sport+,1897.08,0.999331,-0.713131
4,Sport+,1897.12,1.00573,-2.25886
4,Sport+,1897.16,1.00665,-3.03209
4,Sport+,1897.2,1.00254,-3.05871
4,Sport+,1897.24,0.996141,-2.48344
4,Sport+,1897.28,0.988956,-1.22144
4,Sport+,1897.32,0.983805,-0.25399
4,Sport+,1897.36,0.980557,0.305756
4,Sport+,1897.4,0.976769,0.393015
4,Sport+,1897.44,0.970269,0.376547
4,Sport+,1897.6,0.907228,4.01234
4,Sport+,1897.64,0.903849,3.35813
4,Sport+,1897.68,0.909663,1.33607
4,Sport+,1897.72,0.920106,-1.3969
4,Sport+,1898.76,-0.944066,2.41791
4,Sport+,1898.8,-0.944138,5.68379
4,Sport+,1898.84,-0.946371,6.83284
4,Sport+,1898.88,-0.940109,5.2039
4,Sport+,1899,-0.888164,-4.46272
4,Sport+,1899.04,-0.884651,-4.66346
4,Sport+,1899.2,-0.938276,1.87611
4,Sport+,1899.24,-0.935231,1.11353
4,Sport+,1899.28,-0.930446,-0.014008
4,Sport+,1899.32,-0.924776,-1.03807
4,Sport+,1899.36,-0.922069,-1.03596
4,Sport+,1899.4,-0.920772,-0.178333
4,Sport+,1899.44,-0.926151,1.32088
4,Sport+,1899.48,-0.930634,2.52744
4,Sport+,1899.52,-0.935882,3.31028
4,Sport+,1899.56,-0.942839,3.55473
4,Sport+,1899.6,-0.948125,2.99514
4,Sport+,1899.64,-0.948973,2.15741
4,Sport+,1899.68,-0.94298,1.50378
4,Sport+,1899.72,-0.936522,1.43847
4,Sport+,1899.76,-0.928657,1.63332
4,Sport+,1899.8,-0.919198,1.99894
4,Sport+,1899.84,-0.910434,2.18689
4,Sport+,1899.88,-0.902303,1.41017
4,Sport+,1899.92,-0.896124,0.311289
4,Sport+,1899.96,-0.897469,-0.377777
4,Sport+,1900,-0.907,-0.950205
4,Sport+,1900.08,-0.931083,-0.221392
4,Sport+,1900.12,-0.933155,-0.0605937
4,Sport+,1901.48,0.917998,-0.335037
4,Sport+,1901.52,0.926306,-1.75824
4,Sport+,1901.56,0.933381,-3.62288
4,Sport+,1901.6,0.937221,-4.69876
4,Sport+,1901.64,0.935287,-4.32525
4,Sport+,1901.68,0.93282,-3.31535
4,Sport+,1901.72,0.931851,-2.26501
4,Sport+,1901.76,0.932797,-1.99979
4,Sport+,1901.8,0.939397,-2.49559
4,Sport+,1901.84,0.948526,-3.15403
4,Sport+,1901.88,0.953267,-2.84911
4,Sport+,1901.92,0.952044,-1.10222
4,Sport+,1902.36,0.33273,16.4238
4,Sport+,1902.4,0.337871,11.1384
4,Sport+,1904.16,-0.76035,-1.27896
4,Sport+,1904.2,-0.761743,0.196714
4,Sport+,1904.24,-0.763482,0.983357
4,Sport+,1904.28,-0.761556,0.492723
4,Sport+,1904.32,-0.760612,-0.632227
4,Sport+,1904.36,-0.761804,-2.34621
4,Sport+,1904.4,-0.763397,-4.12135
4,Sport+,1904.44,-0.764015,-5.49704
4,Sport+,1904.48,-0.765524,-6.42365
4,Sport+,1904.52,-0.763943,-7.17743
4,Sport+,1904.56,-0.759311,-7.64153
4,Sport+,1904.6,-0.749319,-7.89157
4,Sport+,1904.8,-0.674999,-7.04943
4,Sport+,1904.84,-0.66615,-5.47908
4,Sport+,1905.04,-0.701141,-2.72388
4,Sport+,1905.08,-0.695413,-2.66262
4,Sport+,1905.24,-0.634012,-5.12655
4,Sport+,1905.28,-0.634746,-6.64923
4,Sport+,1905.32,-0.643511,-6.96689
4,Sport+,1905.48,-0.699212,-3.64567
4,Sport+,1905.52,-0.707989,-2.92826
4,Sport+,1905.56,-0.71509,-1.5565
4,Sport+,1905.6,-0.717661,-0.631401
4,Sport+,1905.64,-0.71892,-0.261138
4,Sport+,1905.68,-0.725045,-0.486778
4,Sport+,1905.72,-0.730717,-1.81424
4,Sport+,1905.76,-0.73667,-2.8989
4,Sport+,1905.8,-0.745041,-2.65405
4,Sport+,1905.84,-0.753219,-1.47054
4,Sport+,1905.88,-0.7594,0.0503295
4,Sport+,1905.92,-0.764044,0.740738
4,Sport+,1905.96,-0.765923,-0.376136
4,Sport+,1906.2,-0.810651,-0.286246
4,Sport+,1906.24,-0.81253,-1.96692
4,Sport+,1906.4,-0.750522,-8.37323
4,Sport+,1906.44,-0.749158,-5.94254
4,Sport+,1906.48,-0.753008,-3.48797
4,Sport+,1906.6,-0.790614,-3.77176
4,Sport+,1906.64,-0.790548,-6.34418
4,Sport+,1906.68,-0.783934,-7.98257
4,Sport+,1906.72,-0.775104,-7.61941
4,Sport+,1906.76,-0.766827,-6.03709
4,Sport+,1906.8,-0.767424,-4.10653
4,Sport+,1906.84,-0.770941,-2.98885
4,Sport+,1906.88,-0.776874,-2.80613
4,Sport+,1906.92,-0.780712,-3.48164
4,Sport+,1906.96,-0.780338,-3.99132
4,Sport+,1907,-0.78093,-3.92697
4,Sport+,1907.04,-0.786216,-3.05118
4,Sport+,1907.08,-0.798679,-1.79151
4,Sport+,1907.12,-0.809777,-1.11053
4,Sport+,1907.16,-0.818176,-0.819433
4,Sport+,1907.2,-0.820847,-1.19123
4,Sport+,1907.24,-0.816055,-2.13506
4,Sport+,1907.28,-0.807605,-2.94166
4,Sport+,1907.32,-0.798396,-3.38158
4,Sport+,1907.36,-0.789822,-3.24257
4,Sport+,1908.36,0.910015,0.955465
4,Sport+,1908.4,0.906357,1.87334
4,Sport+,1908.44,0.898788,2.3613
4,Sport+,1908.48,0.891687,2.76811
4,Sport+,1908.52,0.884572,3.17884
4,Sport+,1908.56,0.886218,3.13879
4,Sport+,1908.6,0.891969,2.80625
4,Sport+,1908.64,0.903007,2.10432
4,Sport+,1908.68,0.904958,1.67258
4,Sport+,1910.24,-0.773544,-0.781159
4,Sport+,1910.28,-0.776146,-2.91732
4,Sport+,1910.32,-0.774628,-4.07713
4,Sport+,1910.36,-0.776103,-3.72999
4,Sport+,1910.4,-0.776011,-2.88186
4,Sport+,1910.44,-0.776147,-2.1749
4,Sport+,1910.48,-0.778472,-2.16539
4,Sport+,1910.52,-0.783947,-2.13208
4,Sport+,1910.56,-0.791668,-1.85556
4,Sport+,1910.64,-0.815731,-0.980848
4,Sport+,1910.68,-0.819966,-1.69145
4,Sport+,1910.72,-0.814181,-3.62415
4,Sport+,1910.8,-0.789581,-6.66367
4,Sport+,1910.84,-0.786405,-5.60593
4,Sport+,1910.88,-0.790558,-3.48942
4,Sport+,1911.04,-0.861632,-0.501281
4,Sport+,1911.08,-0.860668,-1.99445
4,Sport+,1911.28,-0.782942,-5.19286
4,Sport+,1911.32,-0.78419,-4.6539
4,Sport+,1911.36,-0.794516,-3.45937
4,Sport+,1911.44,-0.821178,-2.22487
4,Sport+,1911.48,-0.830242,-2.82158
4,Sport+,1911.52,-0.833201,-4.25022
4,Sport+,1911.56,-0.825413,-6.14049
4,Sport+,1911.92,-0.55442,-8.19003
4,Sport+,1911.96,-0.558977,-7.2596
4,Sport+,1912.36,-0.754841,-1.34877
4,Sport+,1912.4,-0.748939,-3.14619
4,Sport+,1912.44,-0.738835,-4.61137
4,Sport+,1912.48,-0.732241,-5.30253
4,Sport+,1912.52,-0.733934,-4.94896
4,Sport+,1912.92,-0.905947,1.77924
4,Sport+,1912.96,-0.912262,2.22214
4,Sport+,1913,-0.91138,1.68031
4,Sport+,1913.04,-0.908732,1.50779
4,Sport+,1913.08,-0.905035,1.95362
4,Sport+,1913.12,-0.900326,2.84802
4,Sport+,1913.16,-0.898932,4.24867
4,Sport+,1913.2,-0.897129,5.39016
4,Sport+,1913.24,-0.894431,5.10521
4,Sport+,1913.28,-0.891985,3.51445
4,Sport+,1913.32,-0.885336,1.33901
4,Sport+,1913.36,-0.874365,-1.36691
4,Sport+,1913.92,-0.570865,-14.575
4,Sport+,1913.96,-0.569226,-12.7904
5,Normal,2223.85,-0.620687,-2.69878
5,Normal,2223.89,-0.629723,-2.1358
5,Normal,2223.93,-0.640401,-1.6324
5,Normal,2224.01,-0.666149,-1.35128
5,Normal,2224.05,-0.6759,-1.64583
5,Normal,2224.09,-0.684321,-2.44796
5,Normal,2224.13,-0.693946,-3.21136
5,Normal,2224.17,-0.698447,-3.90957
5,Normal,2224.21,-0.699402,-4.15663
5,Normal,2224.25,-0.696939,-3.91489
5,Normal,2224.29,-0.693104,-3.49821
5,Normal,2224.33,-0.689727,-3.5107
5,Normal,2224.37,-0.686154,-3.7154
5,Normal,2224.41,-0.685411,-3.77004
5,Normal,2224.45,-0.688342,-3.59913
5,Normal,2224.49,-0.69493,-2.95634
5,Normal,2224.53,-0.704288,-2.15165
5,Normal,2224.57,-0.71396,-1.89894
5,Normal,2224.61,-0.717903,-2.33027
5,Normal,2224.65,-0.720808,-3.11379
5,Normal,2224.69,-0.716665,-4.04193
5,Normal,2225.01,-0.603623,-1.89738
5,Normal,2225.05,-0.609461,-1.29142
5,Normal,2225.09,-0.618452,-0.860542
5,Normal,2225.13,-0.627648,-0.75886
5,Normal,2225.17,-0.635452,-0.79125
5,Normal,2225.21,-0.640151,-0.817589
5,Normal,2225.25,-0.64078,-0.920225
5,Normal,2225.29,-0.637896,-1.25442
5,Normal,2225.33,-0.63283,-1.42716
5,Normal,2226.33,0.995951,-2.57875
5,Normal,2226.37,1.00272,-2.2006
5,Normal,2226.41,1.00002,-1.46392
5,Normal,2226.85,0.8085,9.17803
5,Normal,2226.89,0.802427,8.98007
5,Normal,2226.93,0.798857,8.96749
5,Normal,2226.97,0.795089,9.08375
5,Normal,2227.01,0.789138,9.50027
5,Normal,2228.25,-0.887903,-0.189175
5,Normal,2228.29,-0.884125,-1.39495
5,Normal,2228.41,-0.843395,-3.79503
5,Normal,2228.45,-0.833666,-4.6087
5,Normal,2228.49,-0.826767,-5.56485
5,Normal,2228.53,-0.822653,-6.1717
5,Normal,2228.57,-0.81574,-6.28747
5,Normal,2228.61,-0.806423,-6.10964
5,Normal,2228.85,-0.710819,-7.64628
5,Normal,2228.89,-0.704326,-6.19692
5,Normal,2228.93,-0.704123,-4.51667
5,Normal,2228.97,-0.706883,-3.12801
5,Normal,2229.01,-0.708384,-2.45082
5,Normal,2229.05,-0.706631,-2.3582
5,Normal,2229.09,-0.702985,-2.50983
5,Normal,2229.13,-0.701076,-2.52576
5,Normal,2229.17,-0.699674,-2.3528
5,Normal,2229.21,-0.699734,-1.9574
5,Normal,2230.25,0.916419,-1.13115
5,Normal,2230.29,0.927238,-0.408847
5,Normal,2230.33,0.936789,-0.527685
5,Normal,2230.37,0.947618,-1.20248
5,Normal,2230.41,0.959594,-1.64451
5,Normal,2230.45,0.969152,-1.59215
5,Normal,2230.49,0.978331,-1.26156
5,Normal,2230.53,0.983897,-0.986368
5,Normal,2230.57,0.987037,-0.707905
5,Normal,2230.61,0.989588,-0.359531
5,Normal,2230.65,0.991297,0.088453
5,Normal,2230.69,0.993006,0.171538
5,Normal,2230.73,0.993775,0.10338
5,Normal,2230.77,0.99374,0.0389815
5,Normal,2230.81,0.990499,0.387462
5,Normal,2231.49,-0.904201,-6.01691
5,Normal,2231.53,-0.908415,-4.25022
5,Normal,2231.57,-0.911501,-0.620654
5,Normal,2231.61,-0.908893,2.56865
5,Normal,2231.85,-0.813658,-7.5471
5,Normal,2231.89,-0.81552,-5.23582
5,Normal,2231.93,-0.824033,-3.43586
5,Normal,2231.97,-0.830319,-3.29253
5,Normal,2232.01,-0.829732,-4.39362
5,Normal,2232.05,-0.819613,-5.82729
5,Normal,2232.09,-0.806893,-5.92903
5,Normal,2232.13,-0.79812,-5.21937
5,Normal,2232.17,-0.795315,-4.57768
5,Normal,2232.21,-0.797137,-4.67511
5,Normal,2232.25,-0.799051,-5.31031
5,Normal,2232.29,-0.796361,-6.02858
5,Normal,2232.33,-0.788561,-6.1802
5,Normal,2233.65,0.530597,3.88954
5,Normal,2233.69,0.531661,1.93194
5,Normal,2234.81,0.869157,2.08363
5,Normal,2234.85,0.872392,2.5738
5,Normal,2234.89,0.877993,2.88311
5,Normal,2234.93,0.882995,3.20268
5,Normal,2234.97,0.888774,3.35108
5,Normal,2235.01,0.892293,3.5053
5,Normal,2235.05,0.894778,3.72786
5,Normal,2235.09,0.892901,4.02845
5,Normal,2235.13,0.892549,4.11793
5,Normal,2235.17,0.894584,4.10388
5,Normal,2235.21,0.900767,3.90331
5,Normal,2235.25,0.906981,4.07499
5,Normal,2235.29,0.90872,4.57237
5,Normal,2235.33,0.902147,5.63654
5,Normal,2235.37,0.89035,6.96386
5,Normal,2235.41,0.879613,7.90198
5,Normal,2235.49,0.854662,7.43814
5,Normal,2235.53,0.843054,6.3391
5,Normal,2235.57,0.832282,5.36995
5,Normal,2235.61,0.823371,5.03279
5,Normal,2235.65,0.818883,5.47978
5,Normal,2235.69,0.815502,6.48147
5,Normal,2235.73,0.811905,7.85171
5,Normal,2235.77,0.810272,8.67513
5,Normal,2235.81,0.80848,9.15188
5,Normal,2235.85,0.802942,9.45418
5,Normal,2236.05,0.721531,14.2427
5,Normal,2236.09,0.717742,12.6507
5,Normal,2236.13,0.722732,9.71422
5,Normal,2236.57,0.914357,-0.67836
5,Normal,2236.61,0.918528,1.00339
5,Normal,2236.65,0.91727,3.45488
5,Normal,2236.69,0.913296,5.41995
5,Normal,2236.73,0.905388,6.13573
5,Normal,2236.77,0.896289,5.68042
5,Normal,2236.81,0.886673,4.1326
5,Normal,2236.85,0.880267,2.4217
5,Normal,2236.89,0.874024,1.57879
5,Normal,2236.93,0.866806,1.99822
5,Normal,2236.97,0.859162,2.99093
5,Normal,2237.01,0.852817,4.11464
5,Normal,2237.49,0.401976,1.61832
5,Normal,2237.81,0.607455,0.715541
5,Normal,2237.85,0.614989,1.11011
5,Normal,2237.89,0.623316,1.59792
5,Normal,2237.93,0.633095,2.12332
5,Normal,2238.25,0.787212,0.856418
5,Normal,2238.49,0.901451,1.79233
5,Normal,2238.53,0.906116,2.16147
5,Normal,2238.57,0.901946,2.56933
5,Normal,2238.61,0.891101,3.03705
5,Normal,2238.65,0.879647,3.14155
5,Normal,2238.69,0.874394,2.75496
5,Normal,2238.73,0.876179,1.95308
5,Normal,2238.77,0.88417,0.870866
5,Normal,2239.01,0.999232,0.019903
5,Normal,2239.05,1.00133,-0.347522
5,Normal,2239.09,0.992757,-0.613116
5,Normal,2239.33,0.895079,4.96846
