t_s,time_local,lat_deg,lon_deg,east_m,north_m,speed_mps,a_long_g,a_lat_g,yaw_rate_dps,a_lat_kin_g,in_gates
1420.68,2026-08-15T15:15:48.120,33.6525811,-117.3018425,56.7213,-27.2601,0.0268224,-0.06,0.005,0,0,0
1420.72,2026-08-15T15:15:48.160,33.6525811,-117.3018425,56.7213,-27.2601,0.0268224,-0.06,0.005,0,0,0
1420.76,2026-08-15T15:15:48.200,33.6525811,-117.3018425,56.7213,-27.2601,0.0134112,-0.06,0.005,0,0,0
1420.8,2026-08-15T15:15:48.240,33.6525811,-117.3018425,56.7213,-27.2601,0.0044704,-0.061,0.004,0,0,0
1420.84,2026-08-15T15:15:48.280,33.6525811,-117.3018425,56.7213,-27.2601,0.022352,-0.061,0.004,0,0,0
1420.88,2026-08-15T15:15:48.320,33.6525811,-117.3018425,56.7213,-27.2601,0.0268224,-0.061,0.004,0,0,0
1420.92,2026-08-15T15:15:48.360,33.6525811,-117.3018425,56.7213,-27.2601,0.0178816,-0.06,0.004,0,0,0
1420.96,2026-08-15T15:15:48.400,33.6525811,-117.3018425,56.7213,-27.2601,0.022352,-0.06,0.003,0,0,0
1421,2026-08-15T15:15:48.440,33.6525811,-117.3018425,56.7213,-27.2601,0.0089408,-0.06,0.003,0,0,0
1421.04,2026-08-15T15:15:48.480,33.6525811,-117.3018425,56.7213,-27.2601,0.0268224,-0.06,0.004,0,0,0
1421.08,2026-08-15T15:15:48.520,33.6525811,-117.3018425,56.7213,-27.2601,0.0268224,-0.061,0.004,0,0,0
1421.12,2026-08-15T15:15:48.560,33.6525811,-117.3018425,56.7213,-27.2601,0.0044704,-0.061,0.005,0,0,0
1421.16,2026-08-15T15:15:48.600,33.6525811,-117.3018425,56.7213,-27.2601,0.0357632,-0.061,0.005,0,0,0
1421.2,2026-08-15T15:15:48.640,33.6525811,-117.3018425,56.7213,-27.2601,0.022352,-0.061,0.005,0.01,3.976718e-07,0
1421.24,2026-08-15T15:15:48.680,33.6525811,-117.3018425,56.7213,-27.2601,0.0268224,-0.06,0.005,0.01,4.772061e-07,0
1421.28,2026-08-15T15:15:48.720,33.6525811,-117.3018425,56.7213,-27.2601,0.0134112,-0.059,0.004,0.01,2.386031e-07,0
1421.32,2026-08-15T15:15:48.760,33.6525811,-117.3018425,56.7213,-27.2601,0.0044704,-0.059,0.004,0.01,7.953435e-08,0
1421.36,2026-08-15T15:15:48.800,33.6525812,-117.3018425,56.7213,-27.249,0.0134112,-0.059,0.004,0.01,2.386031e-07,0
1421.4,2026-08-15T15:15:48.840,33.6525812,-117.3018425,56.7213,-27.249,0.0178816,-0.06,0.005,0.01,3.181374e-07,0
1421.44,2026-08-15T15:15:48.880,33.6525812,-117.3018425,56.7213,-27.249,0.022352,-0.06,0.005,0.01,3.976718e-07,0
1421.48,2026-08-15T15:15:48.920,33.6525812,-117.3018425,56.7213,-27.249,0.0312928,-0.06,0.005,0.01,5.567405e-07,0
1421.52,2026-08-15T15:15:48.960,33.6525812,-117.3018425,56.7213,-27.249,0.0134112,-0.06,0.005,0.01,2.386031e-07,0
1421.56,2026-08-15T15:15:49.000,33.6525812,-117.3018425,56.7213,-27.249,0.0178816,-0.06,0.005,0,0,0
1421.6,2026-08-15T15:15:49.040,33.6525812,-117.3018425,56.7213,-27.249,0.0268224,-0.061,0.005,0,0,0
1421.64,2026-08-15T15:15:49.080,33.6525812,-117.3018425,56.7213,-27.249,0.0178816,-0.061,0.005,-0.01,-3.181374e-07,0
1421.68,2026-08-15T15:15:49.120,33.6525812,-117.3018425,56.7213,-27.249,0.0089408,-0.061,0.005,-0.02,-3.181374e-07,0
1421.72,2026-08-15T15:15:49.160,33.6525812,-117.3018425,56.7213,-27.249,0.0134112,-0.061,0.005,-0.02,-4.772061e-07,0
1421.76,2026-08-15T15:15:49.200,33.6525812,-117.3018425,56.7213,-27.249,0.0134112,-0.06,0.005,-0.01,-2.386031e-07,0
1421.8,2026-08-15T15:15:49.240,33.6525812,-117.3018425,56.7213,-27.249,0.0268224,-0.059,0.006,0,0,0
1421.84,2026-08-15T15:15:49.280,33.6525812,-117.3018425,56.7213,-27.249,0.022352,-0.059,0.007,0,0,0
1421.88,2026-08-15T15:15:49.320,33.6525812,-117.3018425,56.7213,-27.249,0.0044704,-0.059,0.007,0,0,0
1421.92,2026-08-15T15:15:49.360,33.6525812,-117.3018425,56.7213,-27.249,0.0044704,-0.06,0.007,0,0,0
1421.96,2026-08-15T15:15:49.400,33.6525812,-117.3018425,56.7213,-27.249,0.0178816,-0.06,0.005,-0.01,-3.181374e-07,0
1422,2026-08-15T15:15:49.440,33.6525812,-117.3018426,56.712,-27.249,0.0134112,-0.061,0.004,-0.01,-2.386031e-07,0
1422.04,2026-08-15T15:15:49.480,33.6525813,-117.3018426,56.712,-27.2378,0.0134112,-0.06,0.003,-0.01,-2.386031e-07,0
1422.08,2026-08-15T15:15:49.520,33.6525813,-117.3018426,56.712,-27.2378,0.0134112,-0.06,0.003,0,0,0
1422.12,2026-08-15T15:15:49.560,33.6525813,-117.3018426,56.712,-27.2378,0.0134112,-0.059,0.004,0,0,0
1422.16,2026-08-15T15:15:49.600,33.6525812,-117.3018426,56.712,-27.249,0.0491744,-0.059,0.005,0,0,0
1422.2,2026-08-15T15:15:49.640,33.6525812,-117.3018426,56.712,-27.249,0.0402336,-0.058,0.006,0,0,0
1422.24,2026-08-15T15:15:49.680,33.6525813,-117.3018426,56.712,-27.2378,0.0268224,-0.058,0.006,0,0,0
1422.28,2026-08-15T15:15:49.720,33.6525813,-117.3018426,56.712,-27.2378,0.0402336,-0.059,0.006,0,0,0
1422.32,2026-08-15T15:15:49.760,33.6525813,-117.3018426,56.712,-27.2378,0.0089408,-0.059,0.005,0,0,0
1422.36,2026-08-15T15:15:49.800,33.6525813,-117.3018426,56.712,-27.2378,0.0134112,-0.06,0.005,0,0,0
1422.4,2026-08-15T15:15:49.840,33.6525813,-117.3018426,56.712,-27.2378,0.0134112,-0.06,0.004,0,0,0
1422.44,2026-08-15T15:15:49.880,33.6525813,-117.3018427,56.7027,-27.2378,0.0402336,-0.06,0.003,0,0,0
1422.48,2026-08-15T15:15:49.920,33.6525813,-117.3018427,56.7027,-27.2378,0.0312928,-0.06,0.003,0,0,0
1422.52,2026-08-15T15:15:49.960,33.6525813,-117.3018427,56.7027,-27.2378,0.0402336,-0.06,0.004,0,0,0
1422.56,2026-08-15T15:15:50.000,33.6525814,-117.3018427,56.7027,-27.2267,0.0268224,-0.06,0.005,0,0,0
1422.6,2026-08-15T15:15:50.040,33.6525814,-117.3018427,56.7027,-27.2267,0.0089408,-0.059,0.006,0.01,1.590687e-07,0
1422.64,2026-08-15T15:15:50.080,33.6525814,-117.3018427,56.7027,-27.2267,0.0134112,-0.059,0.007,0.01,2.386031e-07,0
1422.68,2026-08-15T15:15:50.120,33.6525814,-117.3018427,56.7027,-27.2267,0.0268224,-0.057,0.006,0,0,0
1422.72,2026-08-15T15:15:50.160,33.6525814,-117.3018427,56.7027,-27.2267,0.0268224,-0.045,0.005,0,0,0
1422.76,2026-08-15T15:15:50.200,33.6525814,-117.3018427,56.7027,-27.2267,0.0312928,-0.019,0.004,0.01,5.567405e-07,0
1422.8,2026-08-15T15:15:50.240,33.6525814,-117.3018428,56.6935,-27.2267,0.0804672,0.044,0.002,0.03,4.294855e-06,0
1422.84,2026-08-15T15:15:50.280,33.6525813,-117.3018428,56.6935,-27.2378,0.174346,0.15,0.004,0.06,1.861104e-05,0
1422.88,2026-08-15T15:15:50.320,33.6525811,-117.3018429,56.6842,-27.2601,0.415747,0.291,0.003,0.09,6.657025e-05,0
1422.92,2026-08-15T15:15:50.360,33.6525809,-117.3018431,56.6657,-27.2823,0.78232,0.461,0.001,0.08,1.113481e-04,0
1422.96,2026-08-15T15:15:50.400,33.6525803,-117.3018435,56.6287,-27.349,1.24724,0.633,-0.001,0,0,0
1423,2026-08-15T15:15:50.440,33.6525797,-117.3018438,56.6009,-27.4158,1.6764,0.78,-0.004,-0.16,-4.772061e-04,0
1423.04,2026-08-15T15:15:50.480,33.6525789,-117.3018443,56.5547,-27.5047,2.02509,0.882,-0.011,-0.37,-0.00133308,0
1423.08,2026-08-15T15:15:50.520,33.6525780,-117.3018449,56.4991,-27.6048,2.4006,0.947,-0.014,-0.64,-0.00273344,0
1423.12,2026-08-15T15:15:50.560,33.6525770,-117.3018455,56.4436,-27.716,2.78059,0.968,-0.019,-1.04,-0.00514492,0
1423.16,2026-08-15T15:15:50.600,33.6525759,-117.3018462,56.3788,-27.8383,3.16057,0.965,-0.026,-1.59,-0.0089407,0
1423.2,2026-08-15T15:15:50.640,33.6525747,-117.3018470,56.3047,-27.9717,3.50032,0.953,-0.034,-2.32,-0.0144479,0
1423.24,2026-08-15T15:15:50.680,33.6525734,-117.3018478,56.2307,-28.1163,3.84007,0.932,-0.055,-3.3,-0.0225456,0
1423.28,2026-08-15T15:15:50.720,33.6525720,-117.3018488,56.1381,-28.272,4.23347,0.907,-0.081,-4.43,-0.0333663,0
1423.32,2026-08-15T15:15:50.760,33.6525706,-117.3018498,56.0456,-28.4276,4.61792,0.88,-0.104,-5.64,-0.0463377,0
1423.36,2026-08-15T15:15:50.800,33.6525689,-117.3018510,55.9345,-28.6167,4.93532,0.853,-0.125,-6.94,-0.0609373,0
1423.4,2026-08-15T15:15:50.840,33.6525671,-117.3018522,55.8234,-28.8168,5.30189,0.824,-0.147,-8.39,-0.079141,0
1423.44,2026-08-15T15:15:50.880,33.6525653,-117.3018536,55.6938,-29.017,5.61929,0.805,-0.169,-9.83,-0.0982751,0
1423.48,2026-08-15T15:15:50.920,33.6525634,-117.3018551,55.555,-29.2282,5.92775,0.795,-0.193,-11.26,-0.118751,0
1423.52,2026-08-15T15:15:50.960,33.6525615,-117.3018565,55.4254,-29.4395,6.19597,0.795,-0.217,-12.6,-0.138896,0
1423.56,2026-08-15T15:15:51.000,33.6525595,-117.3018583,55.2588,-29.6619,6.55808,0.798,-0.23,-13.74,-0.160314,0
1423.6,2026-08-15T15:15:51.040,33.6525573,-117.3018601,55.0922,-29.9065,6.96935,0.801,-0.234,-14.63,-0.181403,0
1423.64,2026-08-15T15:15:51.080,33.6525551,-117.3018619,54.9256,-30.1511,7.32252,0.796,-0.231,-15.46,-0.201409,0
1423.68,2026-08-15T15:15:51.120,33.6525528,-117.3018639,54.7405,-30.4069,7.61756,0.781,-0.228,-16.34,-0.22145,1
1423.72,2026-08-15T15:15:51.160,33.6525505,-117.3018660,54.5461,-30.6626,7.87684,0.763,-0.233,-17.32,-0.242722,1
1423.76,2026-08-15T15:15:51.200,33.6525481,-117.3018680,54.361,-30.9295,8.1406,0.741,-0.25,-18.43,-0.266925,1
1423.8,2026-08-15T15:15:51.240,33.6525457,-117.3018704,54.1388,-31.1964,8.44459,0.713,-0.279,-19.65,-0.295222,1
1423.84,2026-08-15T15:15:51.280,33.6525430,-117.3018728,53.9167,-31.4966,8.70834,0.683,-0.314,-20.81,-0.322415,1
1423.88,2026-08-15T15:15:51.320,33.6525405,-117.3018753,53.6853,-31.7746,8.94527,0.651,-0.358,-21.83,-0.347421,1
1423.92,2026-08-15T15:15:51.360,33.6525379,-117.3018778,53.4539,-32.0637,9.16879,0.616,-0.4,-22.71,-0.370457,1
1423.96,2026-08-15T15:15:51.400,33.6525354,-117.3018807,53.1855,-32.3417,9.38784,0.582,-0.434,-23.49,-0.392335,1
1424,2026-08-15T15:15:51.440,33.6525329,-117.3018836,52.9171,-32.6197,9.60689,0.555,-0.462,-24.13,-0.412428,1
1424.04,2026-08-15T15:15:51.480,33.6525303,-117.3018866,52.6394,-32.9088,9.82594,0.533,-0.482,-24.72,-0.432146,1
1424.08,2026-08-15T15:15:51.520,33.6525278,-117.3018898,52.3432,-33.1868,10.0495,0.52,-0.482,-25.3,-0.452347,1
1424.12,2026-08-15T15:15:51.560,33.6525252,-117.3018930,52.047,-33.4759,10.273,0.517,-0.473,-25.86,-0.472643,1
1424.16,2026-08-15T15:15:51.600,33.6525226,-117.3018964,51.7323,-33.765,10.5278,0.523,-0.476,-26.37,-0.493919,1
1424.2,2026-08-15T15:15:51.640,33.6525199,-117.3018999,51.4083,-34.0652,10.7558,0.533,-0.497,-26.83,-0.513418,1
1424.24,2026-08-15T15:15:51.680,33.6525173,-117.3019034,51.0844,-34.3543,11.0151,0.541,-0.527,-27.18,-0.532654,1
1424.28,2026-08-15T15:15:51.720,33.6525147,-117.3019074,50.7141,-34.6434,11.2788,0.536,-0.563,-27.36,-0.54902,1
1424.32,2026-08-15T15:15:51.760,33.6525120,-117.3019113,50.3531,-34.9436,11.48,0.508,-0.578,-27.42,-0.560038,1
1424.36,2026-08-15T15:15:51.800,33.6525095,-117.3019153,49.9829,-35.2216,11.6409,0.454,-0.577,-27.41,-0.567682,1
1424.4,2026-08-15T15:15:51.840,33.6525069,-117.3019194,49.6034,-35.5107,11.7482,0.375,-0.576,-27.48,-0.574377,1
1424.44,2026-08-15T15:15:51.880,33.6525044,-117.3019236,49.2147,-35.7887,11.7661,0.283,-0.586,-27.7,-0.579856,1
1424.48,2026-08-15T15:15:51.920,33.6525021,-117.3019278,48.8259,-36.0445,11.7393,0.193,-0.612,-28.07,-0.586262,1
1424.52,2026-08-15T15:15:51.960,33.6524998,-117.3019319,48.4464,-36.3002,11.7259,0.111,-0.646,-28.65,-0.597692,1
1424.56,2026-08-15T15:15:52.000,33.6524976,-117.3019364,48.0299,-36.5449,11.708,0.056,-0.674,-29.25,-0.609279,1
1424.6,2026-08-15T15:15:52.040,33.6524955,-117.3019408,47.6226,-36.7784,11.7437,0.033,-0.688,-29.83,-0.623258,1
1424.64,2026-08-15T15:15:52.080,33.6524934,-117.3019453,47.2061,-37.0119,11.8242,0.043,-0.699,-30.33,-0.638047,1
1424.68,2026-08-15T15:15:52.120,33.6524915,-117.3019498,46.7896,-37.2231,11.9673,0.077,-0.707,-30.65,-0.65258,1
1424.72,2026-08-15T15:15:52.160,33.6524895,-117.3019546,46.3453,-37.4455,12.1193,0.121,-0.724,-30.7,-0.661946,1
1424.76,2026-08-15T15:15:52.200,33.6524876,-117.3019594,45.901,-37.6568,12.307,0.155,-0.734,-30.51,-0.668041,1
1424.8,2026-08-15T15:15:52.240,33.6524857,-117.3019644,45.4382,-37.8681,12.3964,0.182,-0.733,-30.18,-0.665616,1
1424.84,2026-08-15T15:15:52.280,33.6524839,-117.3019694,44.9754,-38.0682,12.4814,0.192,-0.723,-29.85,-0.662849,1
1424.88,2026-08-15T15:15:52.320,33.6524822,-117.3019745,44.5034,-38.2573,12.535,0.199,-0.704,-29.66,-0.66146,1
1424.92,2026-08-15T15:15:52.360,33.6524806,-117.3019795,44.0406,-38.4352,12.6512,0.211,-0.693,-29.63,-0.666919,1
1424.96,2026-08-15T15:15:52.400,33.6524790,-117.3019847,43.5593,-38.6131,12.7943,0.225,-0.698,-29.73,-0.676736,1
1425,2026-08-15T15:15:52.440,33.6524776,-117.3019902,43.0502,-38.7688,12.9418,0.246,-0.71,-29.85,-0.687302,1
1425.04,2026-08-15T15:15:52.480,33.6524762,-117.3019957,42.5411,-38.9244,13.143,0.268,-0.718,-29.87,-0.698453,1
1425.08,2026-08-15T15:15:52.520,33.6524748,-117.3020012,42.032,-39.0801,13.3039,0.287,-0.726,-29.76,-0.704402,1
1425.12,2026-08-15T15:15:52.560,33.6524735,-117.3020068,41.5137,-39.2247,13.4246,0.296,-0.728,-29.57,-0.706255,1
1425.16,2026-08-15T15:15:52.600,33.6524723,-117.3020125,40.9861,-39.3581,13.5855,0.303,-0.731,-29.29,-0.707954,1
1425.2,2026-08-15T15:15:52.640,33.6524712,-117.3020183,40.4492,-39.4804,13.6928,0.294,-0.736,-29.01,-0.706723,1
1425.24,2026-08-15T15:15:52.680,33.6524702,-117.3020242,39.9031,-39.5916,13.8091,0.279,-0.744,-28.79,-0.707317,1
1425.28,2026-08-15T15:15:52.720,33.6524692,-117.3020300,39.3663,-39.7028,13.9476,0.259,-0.75,-28.61,-0.709949,1
1425.32,2026-08-15T15:15:52.760,33.6524684,-117.3020360,38.8109,-39.7917,14.0058,0.24,-0.757,-28.54,-0.711163,1
1425.36,2026-08-15T15:15:52.800,33.6524676,-117.3020420,38.2556,-39.8807,14.0818,0.227,-0.757,-28.56,-0.715523,1
1425.4,2026-08-15T15:15:52.840,33.6524670,-117.3020482,37.6817,-39.9474,14.1935,0.225,-0.759,-28.64,-0.723222,1
1425.44,2026-08-15T15:15:52.880,33.6524664,-117.3020542,37.1263,-40.0141,14.2874,0.233,-0.764,-28.76,-0.731056,1
1425.48,2026-08-15T15:15:52.920,33.6524659,-117.3020606,36.534,-40.0697,14.4394,0.247,-0.768,-28.85,-0.741145,1
1425.52,2026-08-15T15:15:52.960,33.6524654,-117.3020668,35.9601,-40.1253,14.569,0.26,-0.776,-28.85,-0.747799,1
1425.56,2026-08-15T15:15:53.000,33.6524653,-117.3020733,35.3584,-40.1365,14.73,0.267,-0.78,-28.71,-0.752391,1
1425.6,2026-08-15T15:15:53.040,33.6524651,-117.3020798,34.7568,-40.1587,14.9088,0.266,-0.786,-28.49,-0.755689,1
1425.64,2026-08-15T15:15:53.080,33.6524651,-117.3020862,34.1644,-40.1587,15.0027,0.261,-0.788,-28.15,-0.751372,1
1425.68,2026-08-15T15:15:53.120,33.6524651,-117.3020927,33.5628,-40.1587,15.0652,0.254,-0.789,-27.71,-0.742713,1
1425.72,2026-08-15T15:15:53.160,33.6524652,-117.3020992,32.9611,-40.1476,15.1412,0.248,-0.785,-27.15,-0.731374,1
1425.76,2026-08-15T15:15:53.200,33.6524654,-117.3021059,32.341,-40.1253,15.2798,0.249,-0.776,-26.52,-0.720942,1
1425.8,2026-08-15T15:15:53.240,33.6524658,-117.3021126,31.7208,-40.0809,15.4497,0.253,-0.762,-25.78,-0.708617,1
1425.84,2026-08-15T15:15:53.280,33.6524662,-117.3021193,31.1007,-40.0364,15.5704,0.255,-0.746,-25.01,-0.692822,1
1425.88,2026-08-15T15:15:53.320,33.6524668,-117.3021262,30.462,-39.9697,15.6732,0.258,-0.732,-24.21,-0.67509,1
1425.92,2026-08-15T15:15:53.360,33.6524674,-117.3021329,29.8419,-39.9029,15.7582,0.264,-0.712,-23.4,-0.656039,1
1425.96,2026-08-15T15:15:53.400,33.6524681,-117.3021398,29.2032,-39.8251,15.8833,0.267,-0.696,-22.59,-0.638361,1
1426,2026-08-15T15:15:53.440,33.6524689,-117.3021466,28.5738,-39.7362,16.0219,0.274,-0.676,-21.73,-0.619416,1
1426.04,2026-08-15T15:15:53.480,33.6524698,-117.3021535,27.9351,-39.6361,16.1739,0.28,-0.657,-20.86,-0.600258,1
1426.08,2026-08-15T15:15:53.520,33.6524708,-117.3021605,27.2872,-39.5249,16.2991,0.279,-0.638,-20,-0.579964,1
1426.12,2026-08-15T15:15:53.560,33.6524719,-117.3021676,26.6301,-39.4026,16.4153,0.275,-0.616,-19.18,-0.560152,1
1426.16,2026-08-15T15:15:53.600,33.6524730,-117.3021746,25.9821,-39.2803,16.5271,0.267,-0.592,-18.35,-0.539561,1
1426.2,2026-08-15T15:15:53.640,33.6524742,-117.3021817,25.325,-39.1468,16.6344,0.252,-0.571,-17.53,-0.518796,1
1426.24,2026-08-15T15:15:53.680,33.6524755,-117.3021887,24.677,-39.0023,16.7372,0.232,-0.555,-16.66,-0.496096,1
1426.28,2026-08-15T15:15:53.720,33.6524769,-117.3021959,24.0106,-38.8466,16.84,0.2,-0.534,-15.69,-0.470082,1
1426.32,2026-08-15T15:15:53.760,33.6524783,-117.3022030,23.3534,-38.6909,16.8802,0.139,-0.505,-14.55,-0.436968,1
1426.36,2026-08-15T15:15:53.800,33.6524797,-117.3022100,22.7055,-38.5352,16.8355,0.062,-0.464,-13.32,-0.398969,1
1426.4,2026-08-15T15:15:53.840,33.6524812,-117.3022170,22.0576,-38.3685,16.764,-0.024,-0.41,-11.98,-0.357308,1
1426.44,2026-08-15T15:15:53.880,33.6524827,-117.3022239,21.4189,-38.2017,16.6746,-0.11,-0.332,-10.32,-0.306156,1
1426.48,2026-08-15T15:15:53.920,33.6524842,-117.3022310,20.7618,-38.0349,16.6478,-0.172,-0.247,-8.32,-0.246427,1
1426.52,2026-08-15T15:15:53.960,33.6524856,-117.3022378,20.1324,-37.8792,16.5718,-0.201,-0.162,-5.6,-0.165107,1
1426.56,2026-08-15T15:15:54.000,33.6524870,-117.3022447,19.4937,-37.7235,16.5181,-0.192,-0.075,-2.19,-0.0643596,1
1426.6,2026-08-15T15:15:54.040,33.6524884,-117.3022516,18.855,-37.5678,16.5137,-0.158,0.026,1.85,0.054353,1
1426.64,2026-08-15T15:15:54.080,33.6524897,-117.3022586,18.2071,-37.4233,16.5673,-0.109,0.145,6.24,0.183927,1
1426.68,2026-08-15T15:15:54.120,33.6524911,-117.3022657,17.5499,-37.2676,16.6701,-0.057,0.282,10.7,0.317344,1
1426.72,2026-08-15T15:15:54.160,33.6524922,-117.3022728,16.8928,-37.1453,16.6567,-0.026,0.427,14.85,0.440072,1
1426.76,2026-08-15T15:15:54.200,33.6524933,-117.3022799,16.2356,-37.023,16.6701,-0.019,0.56,18.47,0.54779,1
1426.8,2026-08-15T15:15:54.240,33.6524942,-117.3022870,15.5784,-36.9229,16.6165,-0.031,0.667,21.54,0.636785,1
